track,race_date,race_number,race_class,distance,course_type,track_condition,class_max_rating,place_dividends,quinella_dividend,qpl_dividends,win_dividend,horse_number,horse_name,horse_code,finish_position,finishing_time,jockey,trainer,weight_carried,horse_weight,barrier_draw,running_position,win_odds,horse_rating,gear,jockey_allowance,incident_report,sec1_time,sec2_time,sec3_time,sec4_time,sec5_time,sec6_time
Sha Tin,2026/06/27,1,Class 5,1200,"TURF - ""B"" Course",GOOD,40,"10:45.5, 4:33.5, 3:18.5",637.5,"4,10:230.5, 3,10:151.0, 3,4:103.0",153.5,10,CIRCUIT VICTORY,H487,1,69.03999999999999,P N Wong,K L Man,116.0,1193.0,13,3 3 1,15.0,,,0,"Raced wide and without cover for the majority of the event.  Sent for sampling post-race.  <29/6/2026 Additional Veterinary Report> The Veterinary Officer reported that CIRCUIT VICTORY was lame in its right front leg on the morning after racing. Before being allowed to race again, CIRCUIT VICTORY will be subjected to an official veterinary examination.",24.05,22.21,22.78,,,
Sha Tin,2026/06/27,1,Class 5,1200,"TURF - ""B"" Course",GOOD,40,"10:45.5, 4:33.5, 3:18.5",637.5,"4,10:230.5, 3,10:151.0, 3,4:103.0",153.5,4,LAKESHORE HERO,J288,2,69.21000000000001,Z Purton,D J Hall,133.0,1089.0,12,11 12 2,10.0,,,0,Slow to begin.  Leaving the 800 Metres was eased to avoid LAKESHORE HERO which was being shifted in to obtain cover.  Between the 400 Metres and the 250 Metres had difficulty obtaining clear running when being shifted to the outside to improve.  Lay in over the final 250 Metres when under pressure.,24.69,22.17,22.35,,,
Sha Tin,2026/06/27,1,Class 5,1200,"TURF - ""B"" Course",GOOD,40,"10:45.5, 4:33.5, 3:18.5",637.5,"4,10:230.5, 3,10:151.0, 3,4:103.0",153.5,3,ALWAYS FLUKE,H252,3,69.31,J Orman,W Y So,133.0,1085.0,5,5 5 3,5.2,,,0,Making the turn near the 800 Metres got its head up when momentarily crowded by SONIC BOOM when that runner shifted in before being corrected by its rider M Chadwick.  As the Stewards were satisfied that the racing manners of ALWAYS FLUKE were the principal reason for the incident no action was taken.  Sent for sampling post-race. In the early stages lay out and leaving the 1000 Metres was eased to avoid DASH which was racing tight to the inside of ALWAYS FLUKE (J Orman).  J Orman was advised to exercise more care.,24.21,22.25,22.85,,,
Sha Tin,2026/06/27,1,Class 5,1200,"TURF - ""B"" Course",GOOD,40,"10:45.5, 4:33.5, 3:18.5",637.5,"4,10:230.5, 3,10:151.0, 3,4:103.0",153.5,12,MULTIDUTCH,K171,4,69.43,Y L Chung,A S Cruz,117.0,1040.0,9,6 6 4,119.0,,,0,"Slow to begin.  Leaving the 700 Metres commenced to race keenly and was steadied away from WINNING DIAMOND.  Near the 250 Metres was steadied when disappointed for clear running between WINNING DIAMOND and MULTIDUTCH, both of which shifted ground slightly.  TAIHANG SCENERY then had some difficulty obtaining clear running for a short distance thereafter.",24.29,22.25,22.89,,,
Sha Tin,2026/06/27,1,Class 5,1200,"TURF - ""B"" Course",GOOD,40,"10:45.5, 4:33.5, 3:18.5",637.5,"4,10:230.5, 3,10:151.0, 3,4:103.0",153.5,13,SONIC BOOM,H144,5,69.44,M Chadwick,W K Mo,115.0,1110.0,7,2 2 5,9.6,,,0,Making the turn near the 800 Metres got its head up when momentarily crowded by SONIC BOOM when that runner shifted in before being corrected by its rider M Chadwick.  As the Stewards were satisfied that the racing manners of ALWAYS FLUKE were the principal reason for the incident no action was taken.  Sent for sampling post-race.,24.01,22.21,23.22,,,
Sha Tin,2026/06/27,1,Class 5,1200,"TURF - ""B"" Course",GOOD,40,"10:45.5, 4:33.5, 3:18.5",637.5,"4,10:230.5, 3,10:151.0, 3,4:103.0",153.5,8,DASH,K250,6,69.46000000000001,L Hewitson,D J Whyte,128.0,1192.0,3,4 4 6,23.0,,,0,In the early stages lay out and leaving the 1000 Metres was eased to avoid DASH which was racing tight to the inside of ALWAYS FLUKE (J Orman).  J Orman was advised to exercise more care.,24.17,22.17,23.12,,,
Sha Tin,2026/06/27,1,Class 5,1200,"TURF - ""B"" Course",GOOD,40,"10:45.5, 4:33.5, 3:18.5",637.5,"4,10:230.5, 3,10:151.0, 3,4:103.0",153.5,6,AQUAMAN,K523,7,69.46000000000001,R Kingscote,C W Chang,132.0,1190.0,10,13 13 7,63.0,,,0,,24.89,22.13,22.44,,,
Sha Tin,2026/06/27,1,Class 5,1200,"TURF - ""B"" Course",GOOD,40,"10:45.5, 4:33.5, 3:18.5",637.5,"4,10:230.5, 3,10:151.0, 3,4:103.0",153.5,2,HEROIC MASTER,G394,8,69.47,A Badel,Y S Tsui,134.0,1084.0,1,7 7 8,11.0,,,0,Jumped only fairly.  Near the 800 Metres was hampered when taken wider by HEROIC MASTER which lay out.,24.37,22.21,22.89,,,
Sha Tin,2026/06/27,1,Class 5,1200,"TURF - ""B"" Course",GOOD,40,"10:45.5, 4:33.5, 3:18.5",637.5,"4,10:230.5, 3,10:151.0, 3,4:103.0",153.5,9,WINNING DIAMOND,K216,9,69.7,H Bowman,C H Yip,127.0,1031.0,4,8 8 9,11.0,,,0,"Slow to begin.  Leaving the 700 Metres commenced to race keenly and was steadied away from WINNING DIAMOND.  Near the 250 Metres was steadied when disappointed for clear running between WINNING DIAMOND and MULTIDUTCH, both of which shifted ground slightly.  TAIHANG SCENERY then had some difficulty obtaining clear running for a short distance thereafter.",24.45,22.21,23.04,,,
Sha Tin,2026/06/27,1,Class 5,1200,"TURF - ""B"" Course",GOOD,40,"10:45.5, 4:33.5, 3:18.5",637.5,"4,10:230.5, 3,10:151.0, 3,4:103.0",153.5,11,ISLAND BREEZES,J479,10,69.92,L Ferraris,P C Ng,123.0,1108.0,14,14 14 10,52.0,,,0,,24.93,22.17,22.82,,,
Sha Tin,2026/06/27,1,Class 5,1200,"TURF - ""B"" Course",GOOD,40,"10:45.5, 4:33.5, 3:18.5",637.5,"4,10:230.5, 3,10:151.0, 3,4:103.0",153.5,14,TAIHANG SCENERY,J314,11,69.95,E C W Wong,C S Shum,114.0,1125.0,8,12 10 11,19.0,,,0,"Slow to begin.  Leaving the 700 Metres commenced to race keenly and was steadied away from WINNING DIAMOND.  Near the 250 Metres was steadied when disappointed for clear running between WINNING DIAMOND and MULTIDUTCH, both of which shifted ground slightly.  TAIHANG SCENERY then had some difficulty obtaining clear running for a short distance thereafter.",24.77,22.05,23.13,,,
Sha Tin,2026/06/27,1,Class 5,1200,"TURF - ""B"" Course",GOOD,40,"10:45.5, 4:33.5, 3:18.5",637.5,"4,10:230.5, 3,10:151.0, 3,4:103.0",153.5,5,SOLAR RIVER,J308,12,70.14,H Y Yuen,K H Ting,123.0,1184.0,2,10 11 12,6.5,,,0,Near the 900 Metres lay in and made contact with the running rail.  Apprentice H Y Yuen stated that her mount jumped awkwardly and lost ground.  She said as a result SOLAR RIVER settled further back in the field than intended and was not suited by racing in this position.  A veterinary inspection immediately following the race did not show any significant findings.,24.61,22.21,23.32,,,
Sha Tin,2026/06/27,1,Class 5,1200,"TURF - ""B"" Course",GOOD,40,"10:45.5, 4:33.5, 3:18.5",637.5,"4,10:230.5, 3,10:151.0, 3,4:103.0",153.5,1,AUTUMN VIBES,K150,13,70.19,K Teetan,B Crawford,135.0,1146.0,6,9 9 13,5.3,,,0,"Near the 800 Metres was hampered when taken wider by AUTUMN VIBES.  Sent for sampling post-race. Jumped only fairly.  K Teetan stated that his mount raced ungenerously and did not settle throughout the middle stages.  He said as a result his mount failed to finish the race off in the Home Straight.  Trainer B Crawford advised that the horse had pleased him leading into the race and he had no explanation for the horse’s disappointing performance.  A veterinary inspection immediately following the race did not show any significant findings.  The performance of AUTUMN VIBES was considered disappointing as compared to its previous race start.  Before being allowed to race again, AUTUMN VIBES will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination.",24.49,22.25,23.45,,,
Sha Tin,2026/06/27,1,Class 5,1200,"TURF - ""B"" Course",GOOD,40,"10:45.5, 4:33.5, 3:18.5",637.5,"4,10:230.5, 3,10:151.0, 3,4:103.0",153.5,7,NO OTHER CHOICE,K049,14,71.5,J Moreira,C Fownes,131.0,1061.0,11,1 1 14,10.0,,,0,"A veterinary inspection immediately following the race revealed that the horse was displaying an irregular heart rhythm.  Before being allowed to race again, NO OTHER CHOICE will be required to perform satisfactorily in a barrier trial and be subjected to an official veterinary examination.",23.89,22.33,25.28,,,
Sha Tin,2026/06/27,2,Class 5,1200,"TURF - ""B"" Course",GOOD,40,"12:15.0, 1:20.5, 2:34.0",103.0,"1,12:46.0, 2,12:60.5, 1,2:100.5",29.5,12,VERBIER,J187,1,68.94,J Moreira,C Fownes,124.0,1259.0,1,1 1 1,2.9,,,0,,24.25,22.18,22.51,,,
Sha Tin,2026/06/27,2,Class 5,1200,"TURF - ""B"" Course",GOOD,40,"12:15.0, 1:20.5, 2:34.0",103.0,"1,12:46.0, 2,12:60.5, 1,2:100.5",29.5,1,SUNNY Q,J223,2,69.27,Z Purton,W Y So,135.0,1167.0,12,14 12 2,5.7,,,0,,25.21,22.06,22.0,,,
Sha Tin,2026/06/27,2,Class 5,1200,"TURF - ""B"" Course",GOOD,40,"12:15.0, 1:20.5, 2:34.0",103.0,"1,12:46.0, 2,12:60.5, 1,2:100.5",29.5,2,COUNTRY DANCER,H436,3,69.31,A Atzeni,J Size,134.0,1175.0,5,10 8 3,11.0,,,0,From a wide barrier was shifted across behind runners in the early stages.  Approaching the 800 Metres commenced to race keenly and was steadied away from COUNTRY DANCER.  Between the 450 Metres and the 200 Metres was held up for clear running.  Sent for sampling post-race.,24.93,22.18,22.2,,,
Sha Tin,2026/06/27,2,Class 5,1200,"TURF - ""B"" Course",GOOD,40,"12:15.0, 1:20.5, 2:34.0",103.0,"1,12:46.0, 2,12:60.5, 1,2:100.5",29.5,7,ONLY U,J037,4,69.47,K C Leung,B Crawford,130.0,1074.0,8,12 13 4,15.0,,,0,,25.09,22.22,22.16,,,
Sha Tin,2026/06/27,2,Class 5,1200,"TURF - ""B"" Course",GOOD,40,"12:15.0, 1:20.5, 2:34.0",103.0,"1,12:46.0, 2,12:60.5, 1,2:100.5",29.5,13,BINGO BABE,K115,5,69.5,M F Poon,P F Yiu,116.0,1107.0,14,2 2 5,9.4,,,0,,24.37,22.26,22.87,,,
Sha Tin,2026/06/27,2,Class 5,1200,"TURF - ""B"" Course",GOOD,40,"12:15.0, 1:20.5, 2:34.0",103.0,"1,12:46.0, 2,12:60.5, 1,2:100.5",29.5,11,EXCEED THE WISH,J480,6,69.5,E Brown,M Newnham,124.0,1042.0,11,13 9 6,52.0,,,0,,25.17,21.98,22.35,,,
Sha Tin,2026/06/27,2,Class 5,1200,"TURF - ""B"" Course",GOOD,40,"12:15.0, 1:20.5, 2:34.0",103.0,"1,12:46.0, 2,12:60.5, 1,2:100.5",29.5,10,VON BAER,K198,7,69.53999999999999,H Bowman,J Richards,126.0,1129.0,7,8 7 7,13.0,,,0,,24.81,22.14,22.59,,,
Sha Tin,2026/06/27,2,Class 5,1200,"TURF - ""B"" Course",GOOD,40,"12:15.0, 1:20.5, 2:34.0",103.0,"1,12:46.0, 2,12:60.5, 1,2:100.5",29.5,14,SMART TRIO,J538,8,70.01,A Badel,C S Shum,116.0,1047.0,2,4 4 8,27.0,,,0,"Shortly after the start was bumped by BASIC INSTINCT which shifted out before being corrected by its rider.  B Avdulla (HAPPY BOYS) pleaded guilty to a charge of careless riding [Rule 100(1)] in that leaving the 900 Metres he allowed his mount to shift in when not clear of CALL TO COMMAND, resulting in CALL TO COMMAND having to be checked when crowded and also when shifting out blundered when it struck the heels of HAPPY BOYS and further resulting in BASIC INSTINCT having to be checked when crowded between CALL TO COMMAND and SMART TRIO.  Having regard to Jockey Avdulla holding confirmed riding engagements for the remainder of the season and in accordance with previous practices, he was fined the sum of $35,000 in lieu of a one-day suspension.  In assessing penalty, the Stewards determined the carelessness grade 2 and the consequences grade 2 and also considered his very good race riding record.  L Hewitson stated that after being crowded shortly after the start and then checked leaving the 900 Metres his mount was unable to finish the race off in the Home Straight.  A veterinary inspection immediately following the race found that horse to be a ""roarer” which had previously been reported and also found it to have sustained an abrasion to its left front leg. Shifted out at the start and was bumped.  Leaving the 900 Metres was checked when crowded between SMART TRIO and CALL TO COMMAND.  C Y Ho reported that after being checked leaving the 900 Metres his mount was unable to finish the race off in the Home Straight.  A veterinary inspection immediately following the race did not show any significant findings.",24.49,22.3,23.22,,,
Sha Tin,2026/06/27,2,Class 5,1200,"TURF - ""B"" Course",GOOD,40,"12:15.0, 1:20.5, 2:34.0",103.0,"1,12:46.0, 2,12:60.5, 1,2:100.5",29.5,5,RUNJEET,K276,9,70.01,J Orman,D J Whyte,132.0,1113.0,9,6 6 9,23.0,,,0,After travelling a short distance was steadied to avoid RUNJEET when taken out by RUBY SAILING.,24.57,22.34,23.1,,,
Sha Tin,2026/06/27,2,Class 5,1200,"TURF - ""B"" Course",GOOD,40,"12:15.0, 1:20.5, 2:34.0",103.0,"1,12:46.0, 2,12:60.5, 1,2:100.5",29.5,9,HAPPY BOYS,J545,10,70.22,B Avdulla,W K Mo,126.0,1047.0,10,5 3 10,40.0,,,0,"Shortly after the start was bumped by BASIC INSTINCT which shifted out before being corrected by its rider.  B Avdulla (HAPPY BOYS) pleaded guilty to a charge of careless riding [Rule 100(1)] in that leaving the 900 Metres he allowed his mount to shift in when not clear of CALL TO COMMAND, resulting in CALL TO COMMAND having to be checked when crowded and also when shifting out blundered when it struck the heels of HAPPY BOYS and further resulting in BASIC INSTINCT having to be checked when crowded between CALL TO COMMAND and SMART TRIO.  Having regard to Jockey Avdulla holding confirmed riding engagements for the remainder of the season and in accordance with previous practices, he was fined the sum of $35,000 in lieu of a one-day suspension.  In assessing penalty, the Stewards determined the carelessness grade 2 and the consequences grade 2 and also considered his very good race riding record.  L Hewitson stated that after being crowded shortly after the start and then checked leaving the 900 Metres his mount was unable to finish the race off in the Home Straight.  A veterinary inspection immediately following the race found that horse to be a ""roarer” which had previously been reported and also found it to have sustained an abrasion to its left front leg.",24.53,22.22,23.47,,,
Sha Tin,2026/06/27,2,Class 5,1200,"TURF - ""B"" Course",GOOD,40,"12:15.0, 1:20.5, 2:34.0",103.0,"1,12:46.0, 2,12:60.5, 1,2:100.5",29.5,4,RUBY SAILING,H347,11,70.23,P N Wong,K L Man,125.0,1179.0,6,3 5 11,12.0,,,0,"After travelling a short distance was steadied to avoid RUNJEET when taken out by RUBY SAILING. Jumped only fairly and after travelling a short distance was steadied to avoid RUBY SAILING. Badly crowded shortly after the start.  Apprentice P N Wong stated that her instructions were to lead but after receiving interference shortly after the start she was unable to do so.  She said RUBY SAILING raced very wide and without cover for the majority of the event before giving ground in the Home Straight.  A veterinary inspection immediately following the race found that horse to be a ""roarer” which had previously been reported and also found it to have sustained an abrasion to its right hind leg.",24.49,22.42,23.32,,,
Sha Tin,2026/06/27,2,Class 5,1200,"TURF - ""B"" Course",GOOD,40,"12:15.0, 1:20.5, 2:34.0",103.0,"1,12:46.0, 2,12:60.5, 1,2:100.5",29.5,6,GOOD FORTUNE,H349,12,70.93,Y L Chung,P C Ng,129.0,1064.0,13,11 14 12,42.0,,,0,,25.01,22.58,23.34,,,
Sha Tin,2026/06/27,2,Class 5,1200,"TURF - ""B"" Course",GOOD,40,"12:15.0, 1:20.5, 2:34.0",103.0,"1,12:46.0, 2,12:60.5, 1,2:100.5",29.5,8,CALL TO COMMAND,J243,13,71.75,L Hewitson,C W Chang,129.0,1253.0,4,9 11 13,11.0,,,0,"After travelling a short distance was badly crowded by CALL TO COMMAND which shifted out and away from BASIC INSTINCT.   Leaving the 900 Metres was steadied to avoid BASIC INSTINCT. B Avdulla pleaded guilty to a careless riding charge for causing interference leaving the 900 Metres (see CALL TO COMMAND).  Raced wide and without cover for the majority of the event.  Trainer W K Mo confirmed that he had instructed B Avdulla to go forward on the horse as it had not been finishing its races off most recently and he was of the opinion that with sheepskin cheek pieces being applied today and the horse being one-paced it would be advantageous to hold a more forward position. Shortly after the start was bumped by BASIC INSTINCT which shifted out before being corrected by its rider.  B Avdulla (HAPPY BOYS) pleaded guilty to a charge of careless riding [Rule 100(1)] in that leaving the 900 Metres he allowed his mount to shift in when not clear of CALL TO COMMAND, resulting in CALL TO COMMAND having to be checked when crowded and also when shifting out blundered when it struck the heels of HAPPY BOYS and further resulting in BASIC INSTINCT having to be checked when crowded between CALL TO COMMAND and SMART TRIO.  Having regard to Jockey Avdulla holding confirmed riding engagements for the remainder of the season and in accordance with previous practices, he was fined the sum of $35,000 in lieu of a one-day suspension.  In assessing penalty, the Stewards determined the carelessness grade 2 and the consequences grade 2 and also considered his very good race riding record.  L Hewitson stated that after being crowded shortly after the start and then checked leaving the 900 Metres his mount was unable to finish the race off in the Home Straight.  A veterinary inspection immediately following the race found that horse to be a ""roarer” which had previously been reported and also found it to have sustained an abrasion to its left front leg. Shifted out at the start and was bumped.  Leaving the 900 Metres was checked when crowded between SMART TRIO and CALL TO COMMAND.  C Y Ho reported that after being checked leaving the 900 Metres his mount was unable to finish the race off in the Home Straight.  A veterinary inspection immediately following the race did not show any significant findings.",24.85,22.38,24.52,,,
Sha Tin,2026/06/27,2,Class 5,1200,"TURF - ""B"" Course",GOOD,40,"12:15.0, 1:20.5, 2:34.0",103.0,"1,12:46.0, 2,12:60.5, 1,2:100.5",29.5,3,BASIC INSTINCT,K289,14,71.8,C Y Ho,Y S Tsui,132.0,1118.0,3,7 10 14,19.0,,,0,"After travelling a short distance was badly crowded by CALL TO COMMAND which shifted out and away from BASIC INSTINCT.   Leaving the 900 Metres was steadied to avoid BASIC INSTINCT. Shortly after the start was bumped by BASIC INSTINCT which shifted out before being corrected by its rider.  B Avdulla (HAPPY BOYS) pleaded guilty to a charge of careless riding [Rule 100(1)] in that leaving the 900 Metres he allowed his mount to shift in when not clear of CALL TO COMMAND, resulting in CALL TO COMMAND having to be checked when crowded and also when shifting out blundered when it struck the heels of HAPPY BOYS and further resulting in BASIC INSTINCT having to be checked when crowded between CALL TO COMMAND and SMART TRIO.  Having regard to Jockey Avdulla holding confirmed riding engagements for the remainder of the season and in accordance with previous practices, he was fined the sum of $35,000 in lieu of a one-day suspension.  In assessing penalty, the Stewards determined the carelessness grade 2 and the consequences grade 2 and also considered his very good race riding record.  L Hewitson stated that after being crowded shortly after the start and then checked leaving the 900 Metres his mount was unable to finish the race off in the Home Straight.  A veterinary inspection immediately following the race found that horse to be a ""roarer” which had previously been reported and also found it to have sustained an abrasion to its left front leg.",24.69,22.5,24.61,,,
Sha Tin,2026/06/27,3,Class 4,1200,"TURF - ""B"" Course",GOOD,60,"2:31.0, 5:48.5, 8:49.5",968.0,"2,5:253.5, 2,8:252.0, 5,8:448.0",115.0,2,ANODE,K367,1,68.98,H Bowman,C S Shum,132.0,1141.0,1,6 6 1,11.0,,,0,,24.41,22.37,22.2,,,
Sha Tin,2026/06/27,3,Class 4,1200,"TURF - ""B"" Course",GOOD,60,"2:31.0, 5:48.5, 8:49.5",968.0,"2,5:253.5, 2,8:252.0, 5,8:448.0",115.0,5,HAYDAY,H321,2,69.08,H Y Yuen,P F Yiu,119.0,1140.0,12,1 1 2,17.0,,,0,"Jumped only fairly.  After being crossed by HAYDAY leaving the 800 Metres then raced keenly and became unbalanced when it was steadied to avoid HAYDAY.  Raced greenly in the Home Straight and near the 400 Metres became unbalanced when disappointed for clear running between IRON SECURITY and HAYDAY.  COPARTNER A I was then held up for clear running until near the 300 Metres. Bumped shortly after the start.  Apprentice H Y Yuen (HAYDAY) pleaded guilty to a charge of careless riding [Rule 100(1)] in that leaving the 1100 Metres she allowed her mount to shift in when insufficiently clear of IRON SECURITY, causing IRON SECURITY to be taken in onto SYNERGY EXPRESS, resulting in SYNERGY EXPRESS being taken in and then crowding KA YING RADIANCE and GHORGAN, resulting in KA YING RADIANCE and GHORGAN having to be severely checked and GHORGAN making contact with LITTLE MONSTER.  Apprentice Yuen was suspended from riding in races for one Hong Kong raceday to be conducted on Saturday, 4 July 2026 at Sha Tin.  In addition, Apprentice Yuen was fined $35,000.  In assessing penalty, the Stewards determined the carelessness grade 2 and the consequences grade 3 and also considered her excellent race riding record.  Raced keenly in the middle stages and near the 800 Metres shifted out when being steadied to avoid KA YING RADIANCE.",23.97,22.53,22.58,,,
Sha Tin,2026/06/27,3,Class 4,1200,"TURF - ""B"" Course",GOOD,60,"2:31.0, 5:48.5, 8:49.5",968.0,"2,5:253.5, 2,8:252.0, 5,8:448.0",115.0,8,COPARTNER A I,L280,3,69.3,J Orman,K W Lui,127.0,1117.0,5,3 4 3,16.0,,,0,Jumped only fairly.  After being crossed by HAYDAY leaving the 800 Metres then raced keenly and became unbalanced when it was steadied to avoid HAYDAY.  Raced greenly in the Home Straight and near the 400 Metres became unbalanced when disappointed for clear running between IRON SECURITY and HAYDAY.  COPARTNER A I was then held up for clear running until near the 300 Metres.,24.17,22.53,22.6,,,
Sha Tin,2026/06/27,3,Class 4,1200,"TURF - ""B"" Course",GOOD,60,"2:31.0, 5:48.5, 8:49.5",968.0,"2,5:253.5, 2,8:252.0, 5,8:448.0",115.0,6,GENIUS BABY,K132,4,69.35,L Hewitson,B Crawford,128.0,1051.0,2,9 9 4,15.0,,,0,,24.73,22.29,22.33,,,
Sha Tin,2026/06/27,3,Class 4,1200,"TURF - ""B"" Course",GOOD,60,"2:31.0, 5:48.5, 8:49.5",968.0,"2,5:253.5, 2,8:252.0, 5,8:448.0",115.0,11,KA YING RADIANCE,K134,5,69.44,Z Purton,D A Hayes,122.0,1158.0,7,7 5 5,2.3,,,0,"Leaving the 1100 Metres became unbalanced when momentarily crowded by LITTLE MONSTER.  Approaching the 200 Metres had difficulty obtaining clear running when being shifted to the outside of KA YING RADIANCE. Bumped shortly after the start.  Apprentice H Y Yuen (HAYDAY) pleaded guilty to a charge of careless riding [Rule 100(1)] in that leaving the 1100 Metres she allowed her mount to shift in when insufficiently clear of IRON SECURITY, causing IRON SECURITY to be taken in onto SYNERGY EXPRESS, resulting in SYNERGY EXPRESS being taken in and then crowding KA YING RADIANCE and GHORGAN, resulting in KA YING RADIANCE and GHORGAN having to be severely checked and GHORGAN making contact with LITTLE MONSTER.  Apprentice Yuen was suspended from riding in races for one Hong Kong raceday to be conducted on Saturday, 4 July 2026 at Sha Tin.  In addition, Apprentice Yuen was fined $35,000.  In assessing penalty, the Stewards determined the carelessness grade 2 and the consequences grade 3 and also considered her excellent race riding record.  Raced keenly in the middle stages and near the 800 Metres shifted out when being steadied to avoid KA YING RADIANCE. Leaving the 1100 Metres was steadied to avoid KA YING RADIANCE.",24.49,22.25,22.7,,,
