track,race_date,race_number,race_class,distance,course_type,track_condition,class_max_rating,place_dividends,quinella_dividend,qpl_dividends,win_dividend,horse_number,horse_name,horse_code,finish_position,finishing_time,jockey,trainer,weight_carried,horse_weight,barrier_draw,running_position,win_odds,horse_rating,gear,jockey_allowance,incident_report,sec1_time,sec2_time,sec3_time,sec4_time,sec5_time,sec6_time
Happy Valley,2026/07/08,1,Class 5,1000,"TURF - ""B"" Course",GOOD,40,"3:13.0, 1:30.5, 5:56.5",167.5,"1,3:65.0, 3,5:112.5, 1,5:269.5",30.5,3,HAPPY UNITED,H208,1,56.67,Z Purton,J Richards,134.0,1193.0,1,1 1 1,3.0,,,0,,12.61,21.36,22.7,,,
Happy Valley,2026/07/08,1,Class 5,1000,"TURF - ""B"" Course",GOOD,40,"3:13.0, 1:30.5, 5:56.5",167.5,"1,3:65.0, 3,5:112.5, 1,5:269.5",30.5,1,COUNTRY DANCER,H436,2,56.81,A Atzeni,J Size,135.0,1170.0,9,6 6 2,9.7,,,0,,13.01,21.52,22.28,,,
Happy Valley,2026/07/08,1,Class 5,1000,"TURF - ""B"" Course",GOOD,40,"3:13.0, 1:30.5, 5:56.5",167.5,"1,3:65.0, 3,5:112.5, 1,5:269.5",30.5,5,SOLAR RIVER,J308,3,57.0,L Ferraris,K H Ting,132.0,1186.0,7,5 5 3,22.0,,,0,Jumped only fairly.  Shortly after the start was then steadied when crowded between SOLAR RIVER and HAPPY ACTION which was taken out.,12.89,21.52,22.59,,,
Happy Valley,2026/07/08,1,Class 5,1000,"TURF - ""B"" Course",GOOD,40,"3:13.0, 1:30.5, 5:56.5",167.5,"1,3:65.0, 3,5:112.5, 1,5:269.5",30.5,6,GLORY CLOUD,H320,4,57.17,J Moreira,C Fownes,131.0,1075.0,10,7 8 4,23.0,,,0,,13.09,21.72,22.36,,,
Happy Valley,2026/07/08,1,Class 5,1000,"TURF - ""B"" Course",GOOD,40,"3:13.0, 1:30.5, 5:56.5",167.5,"1,3:65.0, 3,5:112.5, 1,5:269.5",30.5,2,ALWAYS MY FOLKS,J345,5,57.18,H Bowman,C S Shum,134.0,1082.0,8,3 2 5,7.9,,,0,Shortly after the start shifted out and made contact with BRILLIANT FIRE.  Near the 550 Metres was eased to avoid ALWAYS MY FOLKS (H Bowman) which shifted in when not clear.  H Bowman was reprimanded.,12.73,21.28,23.17,,,
Happy Valley,2026/07/08,1,Class 5,1000,"TURF - ""B"" Course",GOOD,40,"3:13.0, 1:30.5, 5:56.5",167.5,"1,3:65.0, 3,5:112.5, 1,5:269.5",30.5,10,SPICY SPANGLE,J087,6,57.24,C Y Ho,W K Mo,129.0,1106.0,6,11 9 6,4.2,,,0,"The Stewards considered an application from Jockey C Y Ho that his mount be declared a non-runner on the grounds that it had been denied a fair start.  After taking evidence from Jockey Ho, Trainer W K Mo and Starter Mr A Speechley, the Stewards found that SPICY SPANGLE lunged forward and then reared as the start was being effected which resulted in SPICY SPANGLE losing ground.  As the Stewards were satisfied that such occurrence occurred simultaneously to the start being effected, the horse was declared a runner.  A veterinary inspection immediately following the race did not show any significant findings. Shortly after the start became unbalanced when bumped heavily by BRILLIANT FIRE which was taken out.  Making the first turn leaving the 600 Metres became unbalanced when racing to the inside of SPICY SPANGLE.",13.73,21.16,22.35,,,
Happy Valley,2026/07/08,1,Class 5,1000,"TURF - ""B"" Course",GOOD,40,"3:13.0, 1:30.5, 5:56.5",167.5,"1,3:65.0, 3,5:112.5, 1,5:269.5",30.5,8,THOUSAND CUPS,J482,7,57.31,Y L Chung,A S Cruz,128.0,1070.0,2,2 3 7,9.1,,,0,Shortly after the start was hampered when crowded by THOUSAND CUPS which shifted out.  K Teetan stated that his mount obtained a favourable position behind the lead in the early stages but failed to respond to his riding in the Home Straight and could offer no explanation for the disappointing performance.  A veterinary inspection immediately following the race did not show any significant findings.,12.69,21.48,23.14,,,
Happy Valley,2026/07/08,1,Class 5,1000,"TURF - ""B"" Course",GOOD,40,"3:13.0, 1:30.5, 5:56.5",167.5,"1,3:65.0, 3,5:112.5, 1,5:269.5",30.5,12,BRILLIANT FIRE,J441,8,57.41,K Teetan,D J Whyte,115.0,1173.0,3,4 4 8,8.9,,,0,Shortly after the start shifted out and made contact with BRILLIANT FIRE.  Near the 550 Metres was eased to avoid ALWAYS MY FOLKS (H Bowman) which shifted in when not clear.  H Bowman was reprimanded. Shortly after the start became unbalanced when bumped heavily by BRILLIANT FIRE which was taken out.  Making the first turn leaving the 600 Metres became unbalanced when racing to the inside of SPICY SPANGLE.,12.77,21.44,23.2,,,
Happy Valley,2026/07/08,1,Class 5,1000,"TURF - ""B"" Course",GOOD,40,"3:13.0, 1:30.5, 5:56.5",167.5,"1,3:65.0, 3,5:112.5, 1,5:269.5",30.5,11,CALL TO COMMAND,J243,9,57.43,C L Chau,C W Chang,126.0,1260.0,5,10 11 9,11.0,,,0,,13.49,21.72,22.22,,,
Happy Valley,2026/07/08,1,Class 5,1000,"TURF - ""B"" Course",GOOD,40,"3:13.0, 1:30.5, 5:56.5",167.5,"1,3:65.0, 3,5:112.5, 1,5:269.5",30.5,7,HAPPY ACTION,K399,10,57.57,M L Yeung,D A Hayes,131.0,1114.0,4,9 10 10,69.0,,,0,Jumped only fairly.  Shortly after the start was then steadied when crowded between SOLAR RIVER and HAPPY ACTION which was taken out.,13.25,21.88,22.44,,,
