track,race_date,race_number,race_class,distance,course_type,track_condition,class_max_rating,place_dividends,quinella_dividend,qpl_dividends,win_dividend,horse_number,horse_name,horse_code,finish_position,finishing_time,jockey,trainer,weight_carried,horse_weight,barrier_draw,running_position,win_odds,horse_rating,gear,jockey_allowance,incident_report,sec1_time,sec2_time,sec3_time,sec4_time,sec5_time,sec6_time
Sha Tin,2026/06/07,1,Class 5,1800,ALL WEATHER TRACK,WET SLOW,40,"1:13.0, 3:16.5, 8:136.5",37.0,"1,3:32.5, 1,8:241.5, 3,8:419.0",28.0,1,FIREFOOT,J183,1,108.78,K Teetan,W Y So,130.0,1152.0,1,4 3 3 3 1,2.8,,,0,,13.69,22.65,24.23,24.3,23.91,
Sha Tin,2026/06/07,1,Class 5,1800,ALL WEATHER TRACK,WET SLOW,40,"1:13.0, 3:16.5, 8:136.5",37.0,"1,3:32.5, 1,8:241.5, 3,8:419.0",28.0,3,HAILTOTHEVICTORS,J508,2 DH,109.09,J Moreira,D Eustace,129.0,1109.0,6,5 6 4 4 2,4.3,,,0,"A Atzeni was fined the sum of $2,000 for failing to present himself in the Parade Ring by the required time.  After improving to the inside of SPECIAL HEDGE leaving the 1500 Metres was steadied to avoid SPECIAL HEDGE which was taken in by HAILTOTHEVICTORS.  GENERAL SMART then raced keenly for some distance thereafter.  Leaving the 800 Metres was shifted to the outside of HAPPYDEARHAPPYDEER to endeavour to improve between HAPPYDEARHAPPYDEER and FORTUNE KINGO when there was not sufficient room to do so.  As a result GENERAL SMART made heavy contact with FORTUNE KINGO when the rider of FORTUNE KINGO, C Y Ho, rode in a competitive manner in an endeavour to maintain his position behind HAILTOTHEVICTORS.  As a result FORTUNE KINGO was hampered when taken wider by GENERAL SMART.  A Atzeni was reprimanded and advised in similar circumstances he should refrain from improving into positions where there is not sufficient room to do so.  C Y Ho was questioned in relation to his right arm extending towards GENERAL SMART in this incident.  Jockey Ho stated that as the incident occurred when the field commenced to turn after the 800 Metres he was endeavouring to maintain his position on the track by placing pressure on his right rein and also at the same time he became unbalanced when his mount was bumped heavily by GENERAL SMART.  After considering his explanation and also the evidence of Jockey Atzeni who did not identify any contact with his mount during the incident by Jockey Ho’s right arm, Jockey Ho was advised whilst the Stewards accepted his explanation he should endeavour, wherever possible, to have his arms remain within the confines of his body.",13.73,22.93,23.99,24.26,24.18,
Sha Tin,2026/06/07,1,Class 5,1800,ALL WEATHER TRACK,WET SLOW,40,"1:13.0, 3:16.5, 8:136.5",37.0,"1,3:32.5, 1,8:241.5, 3,8:419.0",28.0,8,GOLDEN FORTUNE,K500,2 DH,109.09,J Orman,K L Man,124.0,1209.0,2,2 2 2 2 2,58.0,,,0,,13.61,22.57,24.27,24.22,24.42,
Sha Tin,2026/06/07,1,Class 5,1800,ALL WEATHER TRACK,WET SLOW,40,"1:13.0, 3:16.5, 8:136.5",37.0,"1,3:32.5, 1,8:241.5, 3,8:419.0",28.0,2,I EXCELLE,K502,4,109.1,H Y Yuen,P C Ng,120.0,1130.0,5,1 1 1 1 4,25.0,,,0,,13.41,22.57,24.35,24.22,24.55,
Sha Tin,2026/06/07,1,Class 5,1800,ALL WEATHER TRACK,WET SLOW,40,"1:13.0, 3:16.5, 8:136.5",37.0,"1,3:32.5, 1,8:241.5, 3,8:419.0",28.0,12,HAPPYDEARHAPPYDEER,J002,5,109.47,Y L Chung,A S Cruz,118.0,1107.0,12,3 4 5 6 5,10.0,,,0,"Leaving the 300 Metres was checked when crowded by HAPPYDEARHAPPYDEER (Y L Chung) which hung in before being corrected by its rider.  Whilst the Stewards accepted that Jockey Chung had made an effort to straighten HAPPYDEARHAPPYDEER, he was reprimanded and advised he should have straightened his mount sooner than he did on this occasion.  Noted to have lost its right front plate after the race. A Atzeni was fined the sum of $2,000 for failing to present himself in the Parade Ring by the required time.  After improving to the inside of SPECIAL HEDGE leaving the 1500 Metres was steadied to avoid SPECIAL HEDGE which was taken in by HAILTOTHEVICTORS.  GENERAL SMART then raced keenly for some distance thereafter.  Leaving the 800 Metres was shifted to the outside of HAPPYDEARHAPPYDEER to endeavour to improve between HAPPYDEARHAPPYDEER and FORTUNE KINGO when there was not sufficient room to do so.  As a result GENERAL SMART made heavy contact with FORTUNE KINGO when the rider of FORTUNE KINGO, C Y Ho, rode in a competitive manner in an endeavour to maintain his position behind HAILTOTHEVICTORS.  As a result FORTUNE KINGO was hampered when taken wider by GENERAL SMART.  A Atzeni was reprimanded and advised in similar circumstances he should refrain from improving into positions where there is not sufficient room to do so.  C Y Ho was questioned in relation to his right arm extending towards GENERAL SMART in this incident.  Jockey Ho stated that as the incident occurred when the field commenced to turn after the 800 Metres he was endeavouring to maintain his position on the track by placing pressure on his right rein and also at the same time he became unbalanced when his mount was bumped heavily by GENERAL SMART.  After considering his explanation and also the evidence of Jockey Atzeni who did not identify any contact with his mount during the incident by Jockey Ho’s right arm, Jockey Ho was advised whilst the Stewards accepted his explanation he should endeavour, wherever possible, to have his arms remain within the confines of his body.",13.61,22.81,24.23,24.58,24.24,
Sha Tin,2026/06/07,1,Class 5,1800,ALL WEATHER TRACK,WET SLOW,40,"1:13.0, 3:16.5, 8:136.5",37.0,"1,3:32.5, 1,8:241.5, 3,8:419.0",28.0,4,MEEPMEEP,H234,6,109.58,H Bowman,J Size,129.0,1096.0,8,8 9 9 8 6,9.5,,,0,,14.05,23.09,24.07,24.18,24.19,
Sha Tin,2026/06/07,1,Class 5,1800,ALL WEATHER TRACK,WET SLOW,40,"1:13.0, 3:16.5, 8:136.5",37.0,"1,3:32.5, 1,8:241.5, 3,8:419.0",28.0,6,CELESTIAL HARMONY,K059,7,109.63,L Hewitson,B Crawford,127.0,1053.0,10,11 11 11 10 7,11.0,,,0,,14.33,23.13,23.99,24.02,24.16,
Sha Tin,2026/06/07,1,Class 5,1800,ALL WEATHER TRACK,WET SLOW,40,"1:13.0, 3:16.5, 8:136.5",37.0,"1,3:32.5, 1,8:241.5, 3,8:419.0",28.0,10,GENERAL SMART,K138,8,109.72,A Atzeni,C S Shum,123.0,1125.0,7,9 8 7 7 8,14.0,,,0,"A Atzeni was fined the sum of $2,000 for failing to present himself in the Parade Ring by the required time.  After improving to the inside of SPECIAL HEDGE leaving the 1500 Metres was steadied to avoid SPECIAL HEDGE which was taken in by HAILTOTHEVICTORS.  GENERAL SMART then raced keenly for some distance thereafter.  Leaving the 800 Metres was shifted to the outside of HAPPYDEARHAPPYDEER to endeavour to improve between HAPPYDEARHAPPYDEER and FORTUNE KINGO when there was not sufficient room to do so.  As a result GENERAL SMART made heavy contact with FORTUNE KINGO when the rider of FORTUNE KINGO, C Y Ho, rode in a competitive manner in an endeavour to maintain his position behind HAILTOTHEVICTORS.  As a result FORTUNE KINGO was hampered when taken wider by GENERAL SMART.  A Atzeni was reprimanded and advised in similar circumstances he should refrain from improving into positions where there is not sufficient room to do so.  C Y Ho was questioned in relation to his right arm extending towards GENERAL SMART in this incident.  Jockey Ho stated that as the incident occurred when the field commenced to turn after the 800 Metres he was endeavouring to maintain his position on the track by placing pressure on his right rein and also at the same time he became unbalanced when his mount was bumped heavily by GENERAL SMART.  After considering his explanation and also the evidence of Jockey Atzeni who did not identify any contact with his mount during the incident by Jockey Ho’s right arm, Jockey Ho was advised whilst the Stewards accepted his explanation he should endeavour, wherever possible, to have his arms remain within the confines of his body. C Y Ho was reprimanded for failing to present himself in the Parade Ring by the required time.  Leaving the 800 Metres was bumped heavily by GENERAL SMART and taken wider (see GENERAL SMART).  C Y Ho reported that his mount was not comfortable on the ""Wet Slow” track conditions on the All Weather surface.  A veterinary inspection immediately following the race did not show any significant findings.",14.09,22.89,24.03,24.3,24.41,
Sha Tin,2026/06/07,1,Class 5,1800,ALL WEATHER TRACK,WET SLOW,40,"1:13.0, 3:16.5, 8:136.5",37.0,"1,3:32.5, 1,8:241.5, 3,8:419.0",28.0,11,SUPER HONG KONG,D241,9,109.99000000000001,K C Leung,C H Yip,123.0,1058.0,4,10 10 10 9 9,18.0,,,0,,14.29,23.09,24.03,24.06,24.52,
Sha Tin,2026/06/07,1,Class 5,1800,ALL WEATHER TRACK,WET SLOW,40,"1:13.0, 3:16.5, 8:136.5",37.0,"1,3:32.5, 1,8:241.5, 3,8:419.0",28.0,5,FORTUNE KINGO,K457,10,110.6,C Y Ho,K H Ting,128.0,1201.0,11,7 7 8 11 10,19.0,,,0,"A Atzeni was fined the sum of $2,000 for failing to present himself in the Parade Ring by the required time.  After improving to the inside of SPECIAL HEDGE leaving the 1500 Metres was steadied to avoid SPECIAL HEDGE which was taken in by HAILTOTHEVICTORS.  GENERAL SMART then raced keenly for some distance thereafter.  Leaving the 800 Metres was shifted to the outside of HAPPYDEARHAPPYDEER to endeavour to improve between HAPPYDEARHAPPYDEER and FORTUNE KINGO when there was not sufficient room to do so.  As a result GENERAL SMART made heavy contact with FORTUNE KINGO when the rider of FORTUNE KINGO, C Y Ho, rode in a competitive manner in an endeavour to maintain his position behind HAILTOTHEVICTORS.  As a result FORTUNE KINGO was hampered when taken wider by GENERAL SMART.  A Atzeni was reprimanded and advised in similar circumstances he should refrain from improving into positions where there is not sufficient room to do so.  C Y Ho was questioned in relation to his right arm extending towards GENERAL SMART in this incident.  Jockey Ho stated that as the incident occurred when the field commenced to turn after the 800 Metres he was endeavouring to maintain his position on the track by placing pressure on his right rein and also at the same time he became unbalanced when his mount was bumped heavily by GENERAL SMART.  After considering his explanation and also the evidence of Jockey Atzeni who did not identify any contact with his mount during the incident by Jockey Ho’s right arm, Jockey Ho was advised whilst the Stewards accepted his explanation he should endeavour, wherever possible, to have his arms remain within the confines of his body.",13.97,22.93,24.11,24.5,25.09,
