track,race_date,race_number,race_class,distance,course_type,track_condition,horse_name,horse_code,finish_position,finishing_time,jockey,trainer,weight_carried,horse_weight,barrier_draw,running_position,win_odds,sec1_time,sec2_time,sec3_time,sec4_time,sec5_time,sec6_time
Sha Tin,2023/04/09,1,Griffin Race,1000,"TURF - ""B+2"" Course",GOOD,KAHOLO ANGEL,H216,1,58.16,C Y Ho,C Fownes,126.0,1109.0,6,3 2 1,2.5,13.84,21.55,22.77,,,
Sha Tin,2023/04/09,1,Griffin Race,1000,"TURF - ""B+2"" Course",GOOD,JOYFUL PROSPERITY,H213,2,58.4,H Bowman,C W Chang,126.0,1123.0,7,6 4 2,1.8,14.08,21.47,22.85,,,
Sha Tin,2023/04/09,1,Griffin Race,1000,"TURF - ""B+2"" Course",GOOD,SUPER BONUS,H259,3,58.57,C L Chau,P C Ng,124.0,1068.0,5,1 1 3,9.0,13.64,21.55,23.38,,,
Sha Tin,2023/04/09,1,Griffin Race,1000,"TURF - ""B+2"" Course",GOOD,HOLY LAKE,H260,4,58.84,H Bentley,K W Lui,126.0,1101.0,4,5 5 4,21.0,14.04,21.67,23.13,,,
Sha Tin,2023/04/09,1,Griffin Race,1000,"TURF - ""B+2"" Course",GOOD,HAPPIHOOD,H261,5,59.79,M Chadwick,P C Ng,126.0,1048.0,3,7 7 5,21.0,14.2,22.03,23.56,,,
Sha Tin,2023/04/09,1,Griffin Race,1000,"TURF - ""B+2"" Course",GOOD,CERVIN,H253,6,60.18,L Ferraris,R Gibson,126.0,994.0,2,2 3 6,34.0,13.68,21.75,24.75,,,
Sha Tin,2023/04/09,1,Griffin Race,1000,"TURF - ""B+2"" Course",GOOD,DASHING SUCCESS,H152,7,61.09,H T Mo,Y S Tsui,119.0,1125.0,1,4 6 7,24.0,13.96,22.19,24.94,,,
Sha Tin,2023/04/09,1,Griffin Race,1000,"TURF - ""B+2"" Course",GOOD,KA YING VICTORY,H287,WV-A,,Z Purton,D J Hall,121.0,,,---,,,,,,,
Sha Tin,2023/04/09,2,Class 5,1650,ALL WEATHER TRACK,GOOD,EL VALIENTE,D124,1,99.72,H Bowman,C Fownes,128.0,1117.0,5,5 5 4 1,3.0,29.57,23.23,23.39,23.53,,
Sha Tin,2023/04/09,2,Class 5,1650,ALL WEATHER TRACK,GOOD,TRAVEL GLORY,E170,2,99.93,H W Lai,Y S Tsui,116.0,1015.0,13,12 10 10 2,17.0,29.93,23.39,23.39,23.22,,
Sha Tin,2023/04/09,2,Class 5,1650,ALL WEATHER TRACK,GOOD,GOLD COMET,D306,3,100.05,H Bentley,C H Yip,120.0,1026.0,2,10 9 9 3,8.5,29.81,23.43,23.47,23.34,,
Sha Tin,2023/04/09,2,Class 5,1650,ALL WEATHER TRACK,GOOD,SURE WIN WIN,D407,4,100.27000000000001,L Hewitson,T P Yung,118.0,1227.0,11,13 12 12 4,10.0,29.97,23.51,23.39,23.4,,
Sha Tin,2023/04/09,2,Class 5,1650,ALL WEATHER TRACK,GOOD,WIN WIN CHARITY,G248,5,100.5,C Y Ho,K W Lui,124.0,1106.0,14,9 6 7 5,85.0,29.81,23.19,23.39,24.11,,
Sha Tin,2023/04/09,2,Class 5,1650,ALL WEATHER TRACK,GOOD,SPLENDID STAR,G026,6,100.62,V Borges,L Ho,115.0,1068.0,1,7 8 6 6,24.0,29.69,23.39,23.27,24.27,,
Sha Tin,2023/04/09,2,Class 5,1650,ALL WEATHER TRACK,GOOD,EUROMISSILE,E277,7,100.65,M Chadwick,C W Chang,122.0,1013.0,7,3 3 2 7,33.0,29.25,23.27,23.51,24.62,,
Sha Tin,2023/04/09,2,Class 5,1650,ALL WEATHER TRACK,GOOD,COMPULSORY,E328,8,100.66,K Teetan,A T Millard,126.0,1125.0,8,4 4 3 8,12.0,29.29,23.27,23.55,24.55,,
Sha Tin,2023/04/09,2,Class 5,1650,ALL WEATHER TRACK,GOOD,RUN RUN GOOD,D310,9,100.71000000000001,C L Chau,K L Man,123.0,1175.0,12,11 14 13 9,22.0,29.93,23.75,23.43,23.6,,
Sha Tin,2023/04/09,2,Class 5,1650,ALL WEATHER TRACK,GOOD,REGENCY GEM,C035,10,101.28999999999999,M F Poon,W Y So,116.0,1179.0,3,6 7 8 10,9.5,29.61,23.43,23.51,24.74,,
Sha Tin,2023/04/09,2,Class 5,1650,ALL WEATHER TRACK,GOOD,CHIRON,E151,11,101.34,K C Leung,D A Hayes,134.0,1145.0,6,14 13 11 11,4.9,30.13,23.51,23.11,24.59,,
Sha Tin,2023/04/09,2,Class 5,1650,ALL WEATHER TRACK,GOOD,BARON ZEE,G077,12,101.81,S De Sousa,R Gibson,117.0,1057.0,4,1 1 1 12,13.0,29.05,22.91,23.75,26.1,,
Sha Tin,2023/04/09,2,Class 5,1650,ALL WEATHER TRACK,GOOD,BELL OF VICTORY,G116,13,101.94,C Wong,C W Chang,124.0,1082.0,9,8 11 14 13,84.0,29.69,23.75,23.95,24.55,,
Sha Tin,2023/04/09,2,Class 5,1650,ALL WEATHER TRACK,GOOD,DREAM CATCHER,G200,14,102.41,H N Wong,K H Ting,125.0,964.0,10,2 2 5 14,159.0,29.05,23.19,23.99,26.18,,
Sha Tin,2023/04/09,3,Class 4,1000,"TURF - ""B+2"" Course",GOOD,RED ELEGANCE,H241,1,56.84,Z Purton,J Richards,128.0,1103.0,7,5 5 1,2.5,13.4,21.18,22.26,,,
Sha Tin,2023/04/09,3,Class 4,1000,"TURF - ""B+2"" Course",GOOD,LUCKY ENCOUNTER,H274,2,57.2,K Teetan,D A Hayes,128.0,1082.0,2,6 7 2,7.0,13.52,21.26,22.42,,,
Sha Tin,2023/04/09,3,Class 4,1000,"TURF - ""B+2"" Course",GOOD,MULTISUPER,G416,3,57.29,H Bowman,P F Yiu,130.0,1153.0,1,8 8 3,3.3,13.64,21.14,22.51,,,
Sha Tin,2023/04/09,3,Class 4,1000,"TURF - ""B+2"" Course",GOOD,TURBO POWER,E270,4,57.35,C Y Ho,K W Lui,120.0,1093.0,10,4 3 4,9.9,13.36,21.14,22.85,,,
Sha Tin,2023/04/09,3,Class 4,1000,"TURF - ""B+2"" Course",GOOD,CIRCUIT SEVEN,D474,5,57.53,S De Sousa,A S Cruz,120.0,1133.0,6,11 10 5,18.0,13.76,21.18,22.59,,,
Sha Tin,2023/04/09,3,Class 4,1000,"TURF - ""B+2"" Course",GOOD,SPARKLING DOLPHIN,C332,6,57.56,H T Mo,Y S Tsui,124.0,1203.0,8,2 4 6,35.0,13.2,21.34,23.02,,,
Sha Tin,2023/04/09,3,Class 4,1000,"TURF - ""B+2"" Course",GOOD,HAR HAR AT HEART,H035,7,57.67,A Badel,J Size,120.0,1056.0,13,7 6 7,106.0,13.64,21.1,22.93,,,
Sha Tin,2023/04/09,3,Class 4,1000,"TURF - ""B+2"" Course",GOOD,TALENTS SUPREMO,H133,8,57.81,L Hewitson,R Gibson,135.0,1084.0,5,9 9 8,22.0,13.64,21.18,22.99,,,
Sha Tin,2023/04/09,3,Class 4,1000,"TURF - ""B+2"" Course",GOOD,FARIBAULT,D454,9,58.07,L Ferraris,P C Ng,131.0,1133.0,9,1 2 9,32.0,13.16,21.3,23.61,,,
Sha Tin,2023/04/09,3,Class 4,1000,"TURF - ""B+2"" Course",GOOD,CAMINO,H231,10,58.23,M Chadwick,C Fownes,128.0,1126.0,4,10 12 10,96.0,13.68,21.5,23.05,,,
Sha Tin,2023/04/09,3,Class 4,1000,"TURF - ""B+2"" Course",GOOD,BAYVIEW STAR,G411,11,58.25,M F Poon,K W Lui,126.0,1246.0,3,12 11 11,130.0,13.8,21.34,23.11,,,
Sha Tin,2023/04/09,3,Class 4,1000,"TURF - ""B+2"" Course",GOOD,SPARKLING KNIGHT,C201,12,58.5,K H Chan,C H Yip,125.0,1191.0,11,3 1 12,18.0,13.28,21.18,24.04,,,
Sha Tin,2023/04/09,3,Class 4,1000,"TURF - ""B+2"" Course",GOOD,SOARING PENGSHAN,H049,13,58.64,K C Leung,K H Ting,125.0,1091.0,12,13 13 13,38.0,13.88,21.42,23.34,,,
Sha Tin,2023/04/09,4,Class 4,1800,ALL WEATHER TRACK,GOOD,AMAZING TEENS,E449,1,108.15,H Bowman,J Size,130.0,1055.0,7,3 3 4 4 1,2.4,14.08,22.92,23.21,23.82,24.12,
Sha Tin,2023/04/09,4,Class 4,1800,ALL WEATHER TRACK,GOOD,BILLIONAIRE SECRET,G303,2,108.34,C Y Ho,P C Ng,128.0,1015.0,12,12 11 10 9 2,7.8,14.84,23.16,23.01,23.62,23.71,
Sha Tin,2023/04/09,4,Class 4,1800,ALL WEATHER TRACK,GOOD,COLOURFUL BARON,G301,3,108.36,A Badel,R Gibson,115.0,1082.0,11,6 6 6 6 3,15.0,14.28,23.32,22.85,23.86,24.05,
