track,race_date,race_number,race_class,distance,course_type,track_condition,class_max_rating,place_dividends,quinella_dividend,qpl_dividends,win_dividend,horse_number,horse_name,horse_code,finish_position,finishing_time,jockey,trainer,weight_carried,horse_weight,barrier_draw,running_position,win_odds,horse_rating,gear,jockey_allowance,incident_report,sec1_time,sec2_time,sec3_time,sec4_time,sec5_time,sec6_time
Sha Tin,2026/06/13,1,Griffin Race,1000,"TURF - ""C+3"" Course",GOOD TO YIELDING,,"6:11.5, 1:15.5, 7:11.0",65.5,"1,6:25.5, 6,7:13.5, 1,7:31.5",16.0,6,JEDI SPURS,L441,1,55.81,B Avdulla,D A Hayes,121.0,1131.0,6,1 1 1,1.6,,,0,"On jumping was crowded between DRAGON GENERATION and JEDI SPURS, both of which shifted ground.  Approaching the 800 Metres was steadied to avoid JEDI SPURS when racing greenly.",13.37,20.84,21.6,,,
Sha Tin,2026/06/13,1,Griffin Race,1000,"TURF - ""C+3"" Course",GOOD TO YIELDING,,"6:11.5, 1:15.5, 7:11.0",65.5,"1,6:25.5, 6,7:13.5, 1,7:31.5",16.0,1,CHANCHENG SPARKLE,L051,2,56.52,C L Chau,K W Lui,124.0,1026.0,2,4 3 2,10.0,,,0,,13.69,20.8,22.03,,,
Sha Tin,2026/06/13,1,Griffin Race,1000,"TURF - ""C+3"" Course",GOOD TO YIELDING,,"6:11.5, 1:15.5, 7:11.0",65.5,"1,6:25.5, 6,7:13.5, 1,7:31.5",16.0,7,QUANTUM WUKONG,L393,3,56.53,Y L Chung,A S Cruz,119.0,1043.0,7,3 4 3,3.5,,,0,,13.61,21.0,21.92,,,
Sha Tin,2026/06/13,1,Griffin Race,1000,"TURF - ""C+3"" Course",GOOD TO YIELDING,,"6:11.5, 1:15.5, 7:11.0",65.5,"1,6:25.5, 6,7:13.5, 1,7:31.5",16.0,5,SHOW ME YOUR LOVE,L355,4,57.09,K Teetan,D J Whyte,126.0,1085.0,5,2 2 4,37.0,,,0,"Shifted in at the start and made contact with SHOW ME YOUR LOVE.  Sent for sampling post-race. Near the 800 Metres was steadied to avoid SHOW ME YOUR LOVE.  C L Chau reported that his mount hung out when placed under pressure in the Home Straight.  Sent for sampling post-race. Shifted out on jumping, made contact with SHOW ME YOUR LOVE and became unbalanced.",13.53,20.88,22.68,,,
Sha Tin,2026/06/13,1,Griffin Race,1000,"TURF - ""C+3"" Course",GOOD TO YIELDING,,"6:11.5, 1:15.5, 7:11.0",65.5,"1,6:25.5, 6,7:13.5, 1,7:31.5",16.0,2,DRAGON GENERATION,L335,5,57.2,L Hewitson,K W Lui,126.0,1097.0,4,5 6 5,21.0,,,0,"On jumping was crowded between DRAGON GENERATION and JEDI SPURS, both of which shifted ground.  Approaching the 800 Metres was steadied to avoid JEDI SPURS when racing greenly.",13.77,21.12,22.31,,,
Sha Tin,2026/06/13,1,Griffin Race,1000,"TURF - ""C+3"" Course",GOOD TO YIELDING,,"6:11.5, 1:15.5, 7:11.0",65.5,"1,6:25.5, 6,7:13.5, 1,7:31.5",16.0,4,SHARP PLANET,L308,6,57.32,C Y Ho,C Fownes,126.0,1129.0,1,6 5 6,9.3,,,0,,13.89,20.88,22.55,,,
Sha Tin,2026/06/13,1,Griffin Race,1000,"TURF - ""C+3"" Course",GOOD TO YIELDING,,"6:11.5, 1:15.5, 7:11.0",65.5,"1,6:25.5, 6,7:13.5, 1,7:31.5",16.0,3,KYOTO SPRING,L190,7,58.87,K C Leung,C W Chang,126.0,1006.0,3,7 7 7,35.0,,,0,,14.01,21.12,23.74,,,
Sha Tin,2026/06/13,2,Class 5,1200,"TURF - ""C+3"" Course",GOOD TO YIELDING,40,"8:25.5, 4:19.5, 12:16.5",252.0,"4,8:86.5, 8,12:69.0, 4,12:50.5",89.5,8,COUNTRY DANCER,H436,1,69.66,E Brown,J Size,125.0,1171.0,3,9 7 1,8.9,,,0,On jumping made contact with COUNTRY DANCER due to both runners shifting ground.  A veterinary inspection immediately following the race did not show any significant findings.,24.52,21.99,23.15,,,
Sha Tin,2026/06/13,2,Class 5,1200,"TURF - ""C+3"" Course",GOOD TO YIELDING,40,"8:25.5, 4:19.5, 12:16.5",252.0,"4,8:86.5, 8,12:69.0, 4,12:50.5",89.5,4,ALWAYS FLUKE,H252,2,69.73,J Orman,W Y So,129.0,1095.0,5,6 4 2,5.9,,,0,"On jumping shifted in slightly, made contact with HANDSOME BLOND and then was steadied to avoid VERBIER which shifted in.  Near the 1100 Metres was steadied when momentarily crowded by ALWAYS FLUKE.  Sent for sampling post-race.",24.2,22.11,23.42,,,
Sha Tin,2026/06/13,2,Class 5,1200,"TURF - ""C+3"" Course",GOOD TO YIELDING,40,"8:25.5, 4:19.5, 12:16.5",252.0,"4,8:86.5, 8,12:69.0, 4,12:50.5",89.5,12,VERBIER,J187,3,69.78,L Hewitson,C Fownes,120.0,1251.0,4,3 2 3,4.3,,,0,"On jumping shifted in slightly, made contact with HANDSOME BLOND and then was steadied to avoid VERBIER which shifted in.  Near the 1100 Metres was steadied when momentarily crowded by ALWAYS FLUKE.  Sent for sampling post-race.",23.92,22.19,23.67,,,
Sha Tin,2026/06/13,2,Class 5,1200,"TURF - ""C+3"" Course",GOOD TO YIELDING,40,"8:25.5, 4:19.5, 12:16.5",252.0,"4,8:86.5, 8,12:69.0, 4,12:50.5",89.5,7,THE ALL ROUNDER,K402,4,69.95,M F Poon,P C Ng,128.0,1058.0,7,7 8 4,9.4,,,0,,24.4,22.15,23.4,,,
