track,race_date,race_number,race_class,distance,course_type,track_condition,horse_name,horse_code,finish_position,finishing_time,jockey,trainer,weight_carried,horse_weight,barrier_draw,running_position,win_odds,sec1_time,sec2_time,sec3_time,sec4_time,sec5_time,sec6_time
Happy Valley,2020/12/02,1,Class 4,2200,"TURF - ""A"" Course",GOOD,DYNAMIC EAGLE,B072,1,137.26,A Badel,C S Shum,123.0,1212.0,1,1 1 1 1 1 1,4.4,14.71,23.37,25.27,25.91,23.85,24.15
Happy Valley,2020/12/02,1,Class 4,2200,"TURF - ""A"" Course",GOOD,ABOVE,B345,2,137.35,C Schofield,A T Millard,132.0,1020.0,4,6 5 5 7 6 2,3.7,15.03,23.81,25.23,25.79,23.81,23.68
Happy Valley,2020/12/02,1,Class 4,2200,"TURF - ""A"" Course",GOOD,PRETTY BAUHINIA,A135,3,138.03,K Teetan,Y S Tsui,114.0,1064.0,9,7 9 9 9 9 3,8.4,15.07,24.37,25.15,25.55,23.93,23.96
Happy Valley,2020/12/02,1,Class 4,2200,"TURF - ""A"" Course",GOOD,METHANE,C469,4,138.03,C L Chau,D E Ferraris,126.0,1073.0,2,2 2 3 4 4 4,4.2,14.71,23.85,25.23,25.87,23.93,24.44
Happy Valley,2020/12/02,1,Class 4,2200,"TURF - ""A"" Course",GOOD,KUNGFUMASTER PANDA,C153,5,138.14,K C Leung,P O'Sullivan,117.0,1118.0,5,5 6 6 6 2 5,5.6,14.99,23.89,25.27,25.63,23.57,24.79
Happy Valley,2020/12/02,1,Class 4,2200,"TURF - ""A"" Course",GOOD,MAGNETISM,V114,6,138.2,N Callan,D E Ferraris,129.0,1164.0,7,9 7 7 8 5 6,41.0,15.27,23.85,25.19,25.63,23.65,24.61
Happy Valley,2020/12/02,1,Class 4,2200,"TURF - ""A"" Course",GOOD,HAY RUN,V337,7,138.45,V Borges,L Ho,114.0,1133.0,3,3 4 4 5 8 7,10.0,14.91,23.73,25.27,25.79,24.33,24.42
Happy Valley,2020/12/02,1,Class 4,2200,"TURF - ""A"" Course",GOOD,BULLISH GLORY,A118,8,140.6,T Piccone,C W Chang,125.0,1128.0,8,4 3 2 3 7 8,37.0,14.95,23.65,25.03,25.87,24.53,26.57
Happy Valley,2020/12/02,1,Class 4,2200,"TURF - ""A"" Course",GOOD,CHUNG WAH SPIRIT,A168,9,141.96,J Moreira,C H Yip,130.0,1114.0,6,8 8 8 2 3 9,22.0,15.19,23.93,25.31,25.03,24.01,28.49
Happy Valley,2020/12/02,2,Class 5,1800,"TURF - ""A"" Course",GOOD,WONDER WIN,C418,1,110.93,K C Leung,L Ho,123.0,1056.0,6,2 3 5 5 1,12.0,13.71,22.99,25.63,24.53,24.07,
Happy Valley,2020/12/02,2,Class 5,1800,"TURF - ""A"" Course",GOOD,SOCKET ELITE,C362,2,110.94,K Teetan,C H Yip,123.0,1056.0,1,4 4 4 3 2,7.2,13.83,22.87,25.51,24.45,24.28,
Happy Valley,2020/12/02,2,Class 5,1800,"TURF - ""A"" Course",GOOD,GO BALLISTIC,C493,3,111.03999999999999,A Badel,D E Ferraris,133.0,1154.0,10,5 7 7 8 3,11.0,13.91,23.31,25.35,24.53,23.94,
Happy Valley,2020/12/02,2,Class 5,1800,"TURF - ""A"" Course",GOOD,TREASURE CHEST,D008,4,111.14,V Borges,P F Yiu,125.0,1073.0,4,1 1 1 1 4,2.2,13.67,22.71,25.59,24.41,24.76,
Happy Valley,2020/12/02,2,Class 5,1800,"TURF - ""A"" Course",GOOD,EVEN KEEL,C442,5,111.32,B Shinn,A T Millard,133.0,984.0,7,12 10 9 7 5,17.0,14.47,23.27,25.07,24.09,24.42,
Happy Valley,2020/12/02,2,Class 5,1800,"TURF - ""A"" Course",GOOD,THE JOY OF GIVING,A249,6,111.53,T Piccone,C W Chang,118.0,1011.0,9,10 11 11 12 6,16.0,14.31,23.63,25.11,24.49,23.99,
Happy Valley,2020/12/02,2,Class 5,1800,"TURF - ""A"" Course",GOOD,YOU HAVE MY WORD,V149,7,111.53,C Schofield,T P Yung,131.0,1149.0,5,8 9 10 11 7,9.0,14.23,23.39,25.19,24.49,24.23,
Happy Valley,2020/12/02,2,Class 5,1800,"TURF - ""A"" Course",GOOD,STAR WIN,D295,8,111.64,J Moreira,D J Whyte,131.0,1061.0,12,11 12 12 10 8,53.0,14.43,23.67,25.03,24.09,24.42,
Happy Valley,2020/12/02,2,Class 5,1800,"TURF - ""A"" Course",GOOD,JOLLY FOREVER,D331,9,111.67,C Y Ho,C Fownes,132.0,1102.0,3,7 6 6 6 9,14.0,13.99,23.11,25.39,24.37,24.81,
Happy Valley,2020/12/02,2,Class 5,1800,"TURF - ""A"" Course",GOOD,SALTO OLIMPICO,A350,10,111.7,N Callan,D J Hall,133.0,1133.0,8,6 5 2 2 10,13.0,13.95,22.99,25.11,24.53,25.12,
Happy Valley,2020/12/02,2,Class 5,1800,"TURF - ""A"" Course",GOOD,PRESIDENT STAR,C170,11,111.88,K H Chan,C S Shum,119.0,1067.0,11,3 2 3 4 11,18.0,13.83,22.63,25.63,24.65,25.14,
Happy Valley,2020/12/02,2,Class 5,1800,"TURF - ""A"" Course",GOOD,ROCKET HAMMER,C520,12,112.46000000000001,H W Lai,K H Ting,129.0,976.0,2,9 8 8 9 12,218.0,14.23,23.15,25.39,24.41,25.28,
Happy Valley,2020/12/02,3,Class 5,1000,"TURF - ""A"" Course",GOOD,READY CONQUEROR,D204,1,58.08,J Moreira,Y S Tsui,126.0,1061.0,3,4 4 1,3.2,13.02,21.89,23.17,,,
Happy Valley,2020/12/02,3,Class 5,1000,"TURF - ""A"" Course",GOOD,DESTINE JEWELLERY,D032,2,58.11,C Schofield,J Size,130.0,1173.0,1,8 6 2,5.2,13.3,21.85,22.96,,,
Happy Valley,2020/12/02,3,Class 5,1000,"TURF - ""A"" Course",GOOD,PRAWN YEAH YEAH,B381,3,58.32,C L Chau,R Gibson,125.0,1160.0,6,9 9 3,7.3,13.42,22.09,22.81,,,
Happy Valley,2020/12/02,3,Class 5,1000,"TURF - ""A"" Course",GOOD,FLYING MONKEY,T361,4,58.33,A Badel,T P Yung,116.0,1084.0,10,3 3 4,5.5,12.98,21.89,23.46,,,
Happy Valley,2020/12/02,3,Class 5,1000,"TURF - ""A"" Course",GOOD,JIMSON THE DRAGON,C017,5,58.35,C Wong,C H Yip,108.0,1050.0,4,5 5 5,23.0,13.06,22.05,23.24,,,
Happy Valley,2020/12/02,3,Class 5,1000,"TURF - ""A"" Course",GOOD,CHUNGHWA JINGSHEN,D148,6,58.36,K Teetan,L Ho,127.0,1131.0,5,6 8 6,5.4,13.18,22.13,23.05,,,
Happy Valley,2020/12/02,3,Class 5,1000,"TURF - ""A"" Course",GOOD,VIVA MAMA,D408,7,58.37,K C Leung,L Ho,131.0,1219.0,11,2 1 7,14.0,12.98,21.69,23.7,,,
Happy Valley,2020/12/02,3,Class 5,1000,"TURF - ""A"" Course",GOOD,LUNAR ZEPHYR,V385,8,58.67,V Borges,W Y So,130.0,1063.0,12,1 2 8,43.0,12.78,21.93,23.96,,,
Happy Valley,2020/12/02,3,Class 5,1000,"TURF - ""A"" Course",GOOD,GLORIOUS BUDDY,C405,9,58.85,B Shinn,D J Hall,130.0,1036.0,7,10 10 9,178.0,13.42,22.13,23.3,,,
Happy Valley,2020/12/02,3,Class 5,1000,"TURF - ""A"" Course",GOOD,EVERBRAVE,A364,10,58.94,N Callan,K L Man,130.0,1201.0,9,7 7 10,15.0,13.22,21.93,23.79,,,
Happy Valley,2020/12/02,3,Class 5,1000,"TURF - ""A"" Course",GOOD,WINNING GENGHIS,D151,11,59.11,H W Lai,Y S Tsui,133.0,1048.0,8,11 11 11,199.0,13.82,22.09,23.2,,,
Happy Valley,2020/12/02,3,Class 5,1000,"TURF - ""A"" Course",GOOD,EURO LAGO,D119,WV-A,,T Piccone,C W Chang,127.0,,,---,,,,,,,
Happy Valley,2020/12/02,4,Class 4,1200,"TURF - ""A"" Course",GOOD,CHAMP PATROL,D086,1,70.65,J Moreira,C Fownes,125.0,1113.0,3,5 4 1,6.5,23.96,23.02,23.67,,,
Happy Valley,2020/12/02,4,Class 4,1200,"TURF - ""A"" Course",GOOD,PHENOMENAL COMBO,D493,2,70.87,N Callan,C H Yip,125.0,1133.0,6,9 9 2,35.0,24.2,23.22,23.45,,,
Happy Valley,2020/12/02,4,Class 4,1200,"TURF - ""A"" Course",GOOD,SHINING ON,A359,3,70.89,C Y Ho,K W Lui,123.0,1021.0,11,11 11 3,16.0,24.52,23.1,23.27,,,
Happy Valley,2020/12/02,4,Class 4,1200,"TURF - ""A"" Course",GOOD,ORIENTAL AMIGO,D232,4,70.92,C Schofield,Y S Tsui,130.0,1059.0,4,10 10 4,13.0,24.32,23.22,23.38,,,
Happy Valley,2020/12/02,4,Class 4,1200,"TURF - ""A"" Course",GOOD,PEGASUS GLORY,D337,5,71.02,K C Leung,K H Ting,133.0,1107.0,10,2 2 5,3.5,23.8,22.98,24.24,,,
Happy Valley,2020/12/02,4,Class 4,1200,"TURF - ""A"" Course",GOOD,MAGIC SUPREME,D144,6,71.28999999999999,K H Chan,K L Man,120.0,1079.0,8,1 1 6,58.0,23.76,22.98,24.55,,,
Happy Valley,2020/12/02,4,Class 4,1200,"TURF - ""A"" Course",GOOD,LITTLE PLAYER,E066,7,71.31,K Teetan,D A Hayes,125.0,1109.0,2,6 8 7,5.2,24.04,23.34,23.93,,,
Happy Valley,2020/12/02,4,Class 4,1200,"TURF - ""A"" Course",GOOD,SPEED TO EXCEED,D304,8,71.37,M L Yeung,D J Hall,120.0,1045.0,7,12 12 8,177.0,24.56,23.22,23.59,,,
Happy Valley,2020/12/02,4,Class 4,1200,"TURF - ""A"" Course",GOOD,SMART WONGCHOY,D208,9,71.48,C L Chau,D J Whyte,114.0,1101.0,12,4 3 9,6.0,23.92,23.02,24.54,,,
Happy Valley,2020/12/02,4,Class 4,1200,"TURF - ""A"" Course",GOOD,LITTLE THUNDER,C453,10,71.56,C Wong,A T Millard,112.0,1124.0,1,7 7 10,8.3,24.08,23.26,24.22,,,
Happy Valley,2020/12/02,4,Class 4,1200,"TURF - ""A"" Course",GOOD,HAPPY TIME,B272,11,71.91,B Shinn,W Y So,126.0,1174.0,9,3 5 11,10.0,23.84,23.34,24.73,,,
Happy Valley,2020/12/02,4,Class 4,1200,"TURF - ""A"" Course",GOOD,AMAZING KNIGHT,D266,12,72.1,A Hamelin,J Size,128.0,1058.0,5,8 6 12,70.0,24.08,23.18,24.84,,,
Happy Valley,2020/12/02,5,Class 4,1200,"TURF - ""A"" Course",GOOD,KINDA COOL,D297,1,70.06,J Moreira,F C Lor,133.0,1066.0,1,5 5 1,2.2,23.85,22.64,23.57,,,
Happy Valley,2020/12/02,5,Class 4,1200,"TURF - ""A"" Course",GOOD,GOOD SHOT,C364,2,70.22,C Schofield,D J Hall,127.0,1004.0,6,9 6 2,14.0,24.21,22.52,23.49,,,
Happy Valley,2020/12/02,5,Class 4,1200,"TURF - ""A"" Course",GOOD,SIMPLY FLUKE,C352,3,70.64,C L Chau,D J Whyte,124.0,1105.0,11,12 9 3,14.0,24.65,22.44,23.55,,,
Happy Valley,2020/12/02,5,Class 4,1200,"TURF - ""A"" Course",GOOD,MANAGEMENT SUPREME,D248,4,70.74,C Y Ho,K W Lui,124.0,1101.0,10,4 3 4,8.5,23.65,22.64,24.45,,,
Happy Valley,2020/12/02,5,Class 4,1200,"TURF - ""A"" Course",GOOD,GOODLUCK GOODLUCK,B188,5,71.26,K C Leung,W Y So,128.0,1256.0,5,2 2 5,4.3,23.49,22.48,25.29,,,
Happy Valley,2020/12/02,5,Class 4,1200,"TURF - ""A"" Course",GOOD,SPRINT FORWARD,C353,6,71.27,K H Chan,D A Hayes,126.0,1083.0,8,10 10 6,18.0,24.25,22.88,24.14,,,
Happy Valley,2020/12/02,5,Class 4,1200,"TURF - ""A"" Course",GOOD,ALLOY KING,D287,7,71.68,M L Yeung,K H Ting,118.0,1084.0,12,1 1 7,186.0,23.37,22.56,25.75,,,
Happy Valley,2020/12/02,5,Class 4,1200,"TURF - ""A"" Course",GOOD,SUNNY SMILE,D074,8,71.99,H W Lai,D E Ferraris,119.0,987.0,7,11 11 8,397.0,24.45,22.72,24.82,,,
Happy Valley,2020/12/02,5,Class 4,1200,"TURF - ""A"" Course",GOOD,PAKISTAN ZINDABAD,D312,9,72.03,A Hamelin,A S Cruz,125.0,1149.0,3,6 8 9,24.0,23.97,22.92,25.14,,,
Happy Valley,2020/12/02,5,Class 4,1200,"TURF - ""A"" Course",GOOD,FOCUS,C254,10,72.21000000000001,V Borges,P F Yiu,128.0,1081.0,9,7 7 10,85.0,24.13,22.76,25.32,,,
Happy Valley,2020/12/02,5,Class 4,1200,"TURF - ""A"" Course",GOOD,SPICY SO GOOD,E118,11,72.37,A Badel,C S Shum,125.0,1141.0,4,3 4 11,11.0,23.65,22.76,25.96,,,
Happy Valley,2020/12/02,5,Class 4,1200,"TURF - ""A"" Course",GOOD,TOP MILITARY,B424,12,73.26,K Teetan,T P Yung,124.0,1137.0,2,8 12 12,15.0,24.13,23.08,26.05,,,
Happy Valley,2020/12/02,6,Class 3,1000,"TURF - ""A"" Course",GOOD,HANDSOME BO BO,B119,1,56.88,B Shinn,C S Shum,125.0,1212.0,11,7 5 1,31.0,13.12,21.55,22.21,,,
Happy Valley,2020/12/02,6,Class 3,1000,"TURF - ""A"" Course",GOOD,WE THE SOUTH,D149,2,56.96,J Moreira,F C Lor,127.0,1130.0,7,1 1 2,3.7,12.6,21.31,23.05,,,
Happy Valley,2020/12/02,6,Class 3,1000,"TURF - ""A"" Course",GOOD,FLYING GENIUS,D071,3,57.02,C L Chau,A S Cruz,114.0,1188.0,2,4 4 3,3.2,12.88,21.59,22.55,,,
