track,race_date,race_number,race_class,distance,course_type,track_condition,horse_name,horse_code,finish_position,finishing_time,jockey,trainer,weight_carried,horse_weight,barrier_draw,running_position,win_odds,sec1_time,sec2_time,sec3_time,sec4_time,sec5_time,sec6_time
Sha Tin,2021/01/24,1,Class 4,1000,"TURF - ""A+3"" Course",GOOD,WINNER METHOD,E178,1,56.55,Z Purton,C S Shum,125.0,1288.0,11,1 1 1,2.1,13.37,20.66,22.52,,,
Sha Tin,2021/01/24,1,Class 4,1000,"TURF - ""A+3"" Course",GOOD,BELLA BABY,B365,2,56.79,A Badel,W Y So,115.0,1006.0,5,14 10 2,11.0,14.01,20.62,22.16,,,
Sha Tin,2021/01/24,1,Class 4,1000,"TURF - ""A+3"" Course",GOOD,NOBLE DESIRE,C540,3,56.84,M F Poon,D J Whyte,114.0,1090.0,7,5 4 3,7.4,13.61,20.66,22.57,,,
Sha Tin,2021/01/24,1,Class 4,1000,"TURF - ""A+3"" Course",GOOD,SELL MY SOLE,D332,4,57.08,J Moreira,J Size,131.0,1161.0,6,3 2 4,9.5,13.45,20.62,23.01,,,
Sha Tin,2021/01/24,1,Class 4,1000,"TURF - ""A+3"" Course",GOOD,SUNNY AND GOLD,D177,5,57.24,K C Leung,C H Yip,121.0,1064.0,2,6 6 5,17.0,13.65,20.66,22.93,,,
Sha Tin,2021/01/24,1,Class 4,1000,"TURF - ""A+3"" Course",GOOD,CALIFORNIA GUNGHO,B204,6,57.46,C Soumillon,A S Cruz,133.0,1176.0,12,2 3 6,4.0,13.41,20.74,23.31,,,
Sha Tin,2021/01/24,1,Class 4,1000,"TURF - ""A+3"" Course",GOOD,HOLYSHOWCASING,E171,7,57.6,T Piccone,D E Ferraris,125.0,1102.0,13,7 8 7,192.0,13.77,20.7,23.13,,,
Sha Tin,2021/01/24,1,Class 4,1000,"TURF - ""A+3"" Course",GOOD,ISLAND SUNSHINE,E063,8,57.65,N Callan,K W Lui,125.0,1120.0,1,8 7 8,113.0,13.77,20.7,23.18,,,
Sha Tin,2021/01/24,1,Class 4,1000,"TURF - ""A+3"" Course",GOOD,DRAGON KINGDOM,E211,9,57.69,K Teetan,Y S Tsui,125.0,1111.0,9,12 9 9,37.0,13.93,20.54,23.22,,,
Sha Tin,2021/01/24,1,Class 4,1000,"TURF - ""A+3"" Course",GOOD,E HONEY,E088,10,57.77,C Y Ho,C Fownes,125.0,1109.0,8,10 13 10,120.0,13.89,20.9,22.98,,,
Sha Tin,2021/01/24,1,Class 4,1000,"TURF - ""A+3"" Course",GOOD,FOCUS,C254,11,57.78,H W Lai,P F Yiu,122.0,1059.0,14,4 5 11,72.0,13.49,20.82,23.47,,,
Sha Tin,2021/01/24,1,Class 4,1000,"TURF - ""A+3"" Course",GOOD,MOMENTUM HAPPY,C423,12,58.06,H N Wong,K H Ting,123.0,1076.0,3,11 11 12,50.0,13.89,20.82,23.35,,,
Sha Tin,2021/01/24,1,Class 4,1000,"TURF - ""A+3"" Course",GOOD,HONEY BEE,E070,13,58.22,B Shinn,D A Hayes,122.0,1122.0,4,9 12 13,127.0,13.77,20.98,23.47,,,
Sha Tin,2021/01/24,1,Class 4,1000,"TURF - ""A+3"" Course",GOOD,INCREDIBLE,B477,14,58.56,C L Chau,K L Man,117.0,1189.0,10,13 14 14,137.0,14.01,21.26,23.29,,,
Sha Tin,2021/01/24,1,Class 4,1000,"TURF - ""A+3"" Course",GOOD,JUMBO ENGINE,D195,WV,,C Wong,R Gibson,119.0,,,---,,,,,,,
Sha Tin,2021/01/24,2,Class 4,1800,"TURF - ""A+3"" Course",GOOD,PAKISTAN FRIEND,B370,1,107.28,T Piccone,W Y So,125.0,1061.0,8,2 3 4 1 1,33.0,14.14,22.27,23.21,24.07,23.59,
Sha Tin,2021/01/24,2,Class 4,1800,"TURF - ""A+3"" Course",GOOD,SHADOW BREAKER,C268,2,107.59,M L Yeung,K H Ting,120.0,1040.0,5,4 5 5 3 2,39.0,14.38,22.31,23.17,23.91,23.82,
Sha Tin,2021/01/24,2,Class 4,1800,"TURF - ""A+3"" Course",GOOD,EZRA,C056,3,107.85,K C Leung,A T Millard,132.0,1121.0,14,13 12 12 12 3,18.0,15.18,22.19,23.29,23.63,23.56,
Sha Tin,2021/01/24,2,Class 4,1800,"TURF - ""A+3"" Course",GOOD,SMART COUSIN,D249,4,107.97999999999999,K Teetan,C H Yip,119.0,1053.0,10,11 11 11 11 4,12.0,14.82,22.51,23.33,23.63,23.69,
Sha Tin,2021/01/24,2,Class 4,1800,"TURF - ""A+3"" Course",GOOD,FAMILY LEADER,C089,5,108.06,J Moreira,C Fownes,124.0,1175.0,6,8 8 8 6 5,3.1,14.62,22.47,23.33,23.59,24.05,
Sha Tin,2021/01/24,2,Class 4,1800,"TURF - ""A+3"" Course",GOOD,BUNDLE OF DELIGHT,D236,6,108.21000000000001,C Y Ho,D J Hall,133.0,986.0,2,6 6 7 7 6,9.8,14.46,22.47,23.29,23.87,24.12,
Sha Tin,2021/01/24,2,Class 4,1800,"TURF - ""A+3"" Course",GOOD,CHEERFUL STAR,B326,7,108.32,Z Purton,F C Lor,120.0,1021.0,11,10 9 9 10 7,8.6,14.74,22.39,23.29,23.87,24.03,
Sha Tin,2021/01/24,2,Class 4,1800,"TURF - ""A+3"" Course",GOOD,YES WE CAN,C307,8,108.37,A Badel,T P Yung,118.0,1281.0,13,12 13 13 14 8,12.0,15.1,22.47,23.33,23.59,23.88,
Sha Tin,2021/01/24,2,Class 4,1800,"TURF - ""A+3"" Course",GOOD,FORTUNE TRIPLE,D274,9,108.46000000000001,C Wong,Y S Tsui,111.0,978.0,12,9 10 10 9 9,126.0,14.7,22.55,23.33,23.63,24.25,
Sha Tin,2021/01/24,2,Class 4,1800,"TURF - ""A+3"" Course",GOOD,LIGHT MY DAY,C505,10,109.03,C L Chau,C H Yip,118.0,1278.0,4,3 4 3 5 10,14.0,14.14,22.35,23.05,24.39,25.1,
Sha Tin,2021/01/24,2,Class 4,1800,"TURF - ""A+3"" Course",GOOD,MCMUNIGAL,B335,11,109.17,H N Wong,D E Ferraris,117.0,1076.0,3,5 7 6 8 11,53.0,14.42,22.51,23.25,23.95,25.04,
Sha Tin,2021/01/24,2,Class 4,1800,"TURF - ""A+3"" Course",GOOD,RED ELYSEES,A005,12,109.36,A Hamelin,K L Man,131.0,1155.0,9,7 2 2 4 12,9.9,14.46,21.71,23.17,24.43,25.59,
Sha Tin,2021/01/24,2,Class 4,1800,"TURF - ""A+3"" Course",GOOD,HAPPY FORTUNE,D341,13,109.43,M F Poon,L Ho,125.0,1068.0,7,1 1 1 2 13,57.0,14.02,22.15,23.09,24.43,25.74,
Sha Tin,2021/01/24,2,Class 4,1800,"TURF - ""A+3"" Course",GOOD,RAINBOW LIGHT,E051,14,112.32,C Soumillon,D J Whyte,123.0,1123.0,1,14 14 14 13 14,5.3,16.06,21.51,23.37,23.55,27.83,
Sha Tin,2021/01/24,3,Class 4,1400,"TURF - ""A+3"" Course",GOOD,MASTER HERO,D501,1,81.98,J Moreira,A S Cruz,126.0,1100.0,1,4 5 5 1,4.2,13.97,22.08,23.3,22.63,,
Sha Tin,2021/01/24,3,Class 4,1400,"TURF - ""A+3"" Course",GOOD,CHARITY GRACE,E090,2,82.05,A Badel,C S Shum,127.0,1118.0,14,14 14 13 2,7.2,14.89,22.12,22.98,22.06,,
Sha Tin,2021/01/24,3,Class 4,1400,"TURF - ""A+3"" Course",GOOD,PARTY GENIUS,D217,3,82.07,C L Chau,D J Whyte,113.0,1160.0,10,2 1 1 3,9.0,13.89,21.6,23.34,23.24,,
