track,race_date,race_number,race_class,distance,course_type,track_condition,horse_name,horse_code,finish_position,finishing_time,jockey,trainer,weight_carried,horse_weight,barrier_draw,running_position,win_odds,sec1_time,sec2_time,sec3_time,sec4_time,sec5_time,sec6_time
Happy Valley,2023/05/03,1,Class 5,1800,"TURF - ""A"" Course",GOOD,AI ONE,E139,1,110.00999999999999,L Ferraris,K H Ting,134.0,1043.0,12,11 12 12 1 1,12.0,,,,,,
Happy Valley,2023/05/03,1,Class 5,1800,"TURF - ""A"" Course",GOOD,HAPPY JAI JAI,E069,2,110.13,K C Leung,T P Yung,133.0,1093.0,8,1 3 2 2 2,15.0,,,,,,
Happy Valley,2023/05/03,1,Class 5,1800,"TURF - ""A"" Course",GOOD,MIGHTY STAR,G117,3,110.15,C L Chau,A S Cruz,121.0,1108.0,5,3 4 6 8 3,71.0,,,,,,
Happy Valley,2023/05/03,1,Class 5,1800,"TURF - ""A"" Course",GOOD,LOYAL AMBITION,E489,4,110.44,C Y Ho,C Fownes,131.0,1021.0,3,6 7 3 4 4,3.3,,,,,,
Happy Valley,2023/05/03,1,Class 5,1800,"TURF - ""A"" Course",GOOD,CHARIZARD,B463,5,110.53999999999999,L Hewitson,A T Millard,132.0,1000.0,9,10 11 11 10 5,14.0,,,,,,
Happy Valley,2023/05/03,1,Class 5,1800,"TURF - ""A"" Course",GOOD,FORTUNE WINNER,E248,6,110.59,A Badel,R Gibson,115.0,1142.0,2,8 8 9 7 6,19.0,,,,,,
Happy Valley,2023/05/03,1,Class 5,1800,"TURF - ""A"" Course",GOOD,OWNERS' STAR,B427,7,110.64,M Chadwick,W Y So,127.0,1123.0,11,12 9 8 11 7,7.6,,,,,,
Happy Valley,2023/05/03,1,Class 5,1800,"TURF - ""A"" Course",GOOD,CLASSIC ARCHI,G295,8,110.71000000000001,K Teetan,D J Whyte,134.0,1056.0,4,9 10 10 9 8,5.6,,,,,,
Happy Valley,2023/05/03,1,Class 5,1800,"TURF - ""A"" Course",GOOD,JOLLY HONOUR,C080,9,110.78999999999999,H Bowman,Y S Tsui,130.0,1121.0,1,7 6 7 5 9,5.7,,,,,,
Happy Valley,2023/05/03,1,Class 5,1800,"TURF - ""A"" Course",GOOD,HAPPY HERO,G322,10,111.17,S De Sousa,C H Yip,134.0,1042.0,10,4 1 1 3 10,17.0,,,,,,
Happy Valley,2023/05/03,1,Class 5,1800,"TURF - ""A"" Course",GOOD,BELL OF HAPPINESS,G178,11,111.28,C Wong,C W Chang,126.0,1047.0,7,5 5 5 6 11,129.0,,,,,,
Happy Valley,2023/05/03,1,Class 5,1800,"TURF - ""A"" Course",GOOD,HO HO JUNIOR,G127,DNF,,M F Poon,D J Hall,121.0,997.0,6,2 2 4 12,11.0,,,,,,
Happy Valley,2023/05/03,2,Class 5,1200,"TURF - ""A"" Course",GOOD,JACK WIN,G155,1,70.7,H Bowman,A S Cruz,128.0,1252.0,6,6 6 1,5.6,24.48,22.92,23.3,,,
Happy Valley,2023/05/03,2,Class 5,1200,"TURF - ""A"" Course",GOOD,CHARMING STEED,E494,2,70.75,K H Chan,C Fownes,130.0,1070.0,10,2 2 2,15.0,24.16,22.92,23.67,,,
Happy Valley,2023/05/03,2,Class 5,1200,"TURF - ""A"" Course",GOOD,DAY DAY RICH,D231,3,70.87,Z Purton,T P Yung,120.0,1027.0,7,1 1 3,6.5,23.96,23.0,23.91,,,
Happy Valley,2023/05/03,2,Class 5,1200,"TURF - ""A"" Course",GOOD,RAGING BLAZE,E258,4,70.89,K Teetan,J Size,129.0,1149.0,4,12 10 4,4.2,25.04,22.76,23.09,,,
Happy Valley,2023/05/03,2,Class 5,1200,"TURF - ""A"" Course",GOOD,ALLOY KING,D287,5,70.95,H Bentley,K H Ting,124.0,1112.0,1,3 4 5,15.0,24.2,23.0,23.75,,,
Happy Valley,2023/05/03,2,Class 5,1200,"TURF - ""A"" Course",GOOD,VIVA A LA,G282,6,71.02,A Badel,L Ho,116.0,1075.0,11,7 7 6,46.0,24.64,22.84,23.54,,,
Happy Valley,2023/05/03,2,Class 5,1200,"TURF - ""A"" Course",GOOD,DRAGON KINGDOM,E211,7,71.08,S De Sousa,Y S Tsui,134.0,1143.0,12,4 3 7,18.0,24.32,22.88,23.88,,,
Happy Valley,2023/05/03,2,Class 5,1200,"TURF - ""A"" Course",GOOD,MIRACLES,G083,8,71.16,M Chadwick,K L Man,133.0,1095.0,8,11 12 8,9.0,25.04,22.88,23.24,,,
Happy Valley,2023/05/03,2,Class 5,1200,"TURF - ""A"" Course",GOOD,SUNSHINE LEGENDARY,G214,9,71.3,K C Leung,F C Lor,133.0,1111.0,3,8 8 9,4.4,24.76,22.88,23.66,,,
Happy Valley,2023/05/03,2,Class 5,1200,"TURF - ""A"" Course",GOOD,SHENRON,E284,10,71.48,M F Poon,D A Hayes,115.0,1141.0,2,5 5 10,23.0,24.4,23.0,24.08,,,
Happy Valley,2023/05/03,2,Class 5,1200,"TURF - ""A"" Course",GOOD,SMART COUSIN,D249,11,71.5,V Borges,C H Yip,115.0,1041.0,5,10 11 11,51.0,24.88,22.92,23.7,,,
Happy Valley,2023/05/03,2,Class 5,1200,"TURF - ""A"" Course",GOOD,ENCORE,E450,12,72.26,C Y Ho,C S Shum,119.0,1014.0,9,9 9 12,23.0,24.8,22.96,24.5,,,
Happy Valley,2023/05/03,3,Class 4,1650,"TURF - ""A"" Course",GOOD,VIVA POPCORN,D307,1,100.72,Y L Chung,A S Cruz,126.0,1014.0,1,4 4 3 1,11.0,29.04,24.14,24.09,23.45,,
Happy Valley,2023/05/03,3,Class 4,1650,"TURF - ""A"" Course",GOOD,ROYAL PRIDE,E351,2,100.86,H Bowman,C Fownes,135.0,1084.0,3,6 7 6 2,4.7,29.48,24.02,23.93,23.43,,
Happy Valley,2023/05/03,3,Class 4,1650,"TURF - ""A"" Course",GOOD,BEAUTY MISSION,G098,3,100.86,M Chadwick,F C Lor,125.0,1035.0,4,5 5 5 3,7.1,29.28,24.02,24.09,23.47,,
Happy Valley,2023/05/03,3,Class 4,1650,"TURF - ""A"" Course",GOOD,HAPPY ANGEL,G133,4,101.03,A Badel,P C Ng,124.0,1084.0,10,1 1 1 4,5.9,28.72,23.94,24.37,24.0,,
Happy Valley,2023/05/03,3,Class 4,1650,"TURF - ""A"" Course",GOOD,AMAZING BOY,D513,5,101.19,S De Sousa,C W Chang,123.0,1074.0,8,8 8 8 5,14.0,29.6,23.94,24.05,23.6,,
Happy Valley,2023/05/03,3,Class 4,1650,"TURF - ""A"" Course",GOOD,DURHAM STAR,E082,6,101.22,L Hewitson,D J Whyte,127.0,1182.0,7,9 9 9 6,5.5,29.84,23.98,23.85,23.55,,
Happy Valley,2023/05/03,3,Class 4,1650,"TURF - ""A"" Course",GOOD,KYRUS UNICORN,D267,7,101.32,K H Chan,D J Hall,121.0,1076.0,9,12 11 10 7,12.0,30.08,24.02,23.89,23.33,,
