track,race_date,race_number,race_class,distance,course_type,track_condition,class_max_rating,place_dividends,quinella_dividend,qpl_dividends,win_dividend,horse_number,horse_name,horse_code,finish_position,finishing_time,jockey,trainer,weight_carried,horse_weight,barrier_draw,running_position,win_odds,horse_rating,gear,jockey_allowance,incident_report,sec1_time,sec2_time,sec3_time,sec4_time,sec5_time,sec6_time
Happy Valley,2026/06/03,1,Class 5,1650,"TURF - ""C"" Course",GOOD TO FIRM,40,"3:13.0, 12:80.5, 6:27.0",667.0,"3,12:201.5, 3,6:48.0, 6,12:511.5",27.0,3,FAMILY FORTUNE,H447,1,98.85,J Moreira,C Fownes,133.0,995.0,1,7 7 6 1,2.7,,,0,,28.17,23.34,23.71,23.63,,
Happy Valley,2026/06/03,1,Class 5,1650,"TURF - ""C"" Course",GOOD TO FIRM,40,"3:13.0, 12:80.5, 6:27.0",667.0,"3,12:201.5, 3,6:48.0, 6,12:511.5",27.0,12,THE WAY WE WIN,J493,2,98.9,H T Mo,J Richards,113.0,1076.0,6,1 1 1 2,38.0,,,0,Approaching the 150 Metres shifted to the outside of THE WAY WE WIN to secure clear running and as a result made contact with WAH MAY WAI WAI.  After obtaining clear running to the outside of THE WAY WE WIN passing the 150 Metres was then inconvenienced when taken wider by THE WAY WE WIN which shifted out under pressure.  Sent for sampling post-race. Shortly after the start shifted out and made contact with THE WAY WE WIN.  Throughout the early stages raced keenly.  Near the 1000 Metres was steadied to avoid SMART TRIO (L Hewitson) which shifted in when not sufficiently clear.  L Hewitson was advised to exercise more care.,27.65,23.3,23.75,24.2,,
Happy Valley,2026/06/03,1,Class 5,1650,"TURF - ""C"" Course",GOOD TO FIRM,40,"3:13.0, 12:80.5, 6:27.0",667.0,"3,12:201.5, 3,6:48.0, 6,12:511.5",27.0,6,TELECOM POWER,J332,3,99.09,H Bentley,Y S Tsui,130.0,1053.0,10,11 11 10 3,8.3,,,0,Jumped only fairly.  For a short distance near the 150 Metres raced tight to the inside of TELECOM POWER which shifted in.,28.89,23.38,23.35,23.47,,
Happy Valley,2026/06/03,1,Class 5,1650,"TURF - ""C"" Course",GOOD TO FIRM,40,"3:13.0, 12:80.5, 6:27.0",667.0,"3,12:201.5, 3,6:48.0, 6,12:511.5",27.0,2,SETANTA,G095,4,99.19,L Ferraris,M Newnham,134.0,1178.0,9,9 9 9 4,7.4,,,0,,28.65,23.26,23.59,23.69,,
Happy Valley,2026/06/03,1,Class 5,1650,"TURF - ""C"" Course",GOOD TO FIRM,40,"3:13.0, 12:80.5, 6:27.0",667.0,"3,12:201.5, 3,6:48.0, 6,12:511.5",27.0,9,WAH MAY WAI WAI,J193,5,99.2,K Teetan,A S Cruz,119.0,1056.0,2,4 4 3 5,3.5,,,0,Approaching the 150 Metres shifted to the outside of THE WAY WE WIN to secure clear running and as a result made contact with WAH MAY WAI WAI.  After obtaining clear running to the outside of THE WAY WE WIN passing the 150 Metres was then inconvenienced when taken wider by THE WAY WE WIN which shifted out under pressure.  Sent for sampling post-race.,28.01,23.22,23.75,24.22,,
Happy Valley,2026/06/03,1,Class 5,1650,"TURF - ""C"" Course",GOOD TO FIRM,40,"3:13.0, 12:80.5, 6:27.0",667.0,"3,12:201.5, 3,6:48.0, 6,12:511.5",27.0,8,MANYTHANKS FOREVER,J065,6,99.53,A Atzeni,W Y So,127.0,1108.0,12,6 2 2 6,39.0,,,0,,28.09,22.86,23.95,24.63,,
Happy Valley,2026/06/03,1,Class 5,1650,"TURF - ""C"" Course",GOOD TO FIRM,40,"3:13.0, 12:80.5, 6:27.0",667.0,"3,12:201.5, 3,6:48.0, 6,12:511.5",27.0,11,CASA LEGEND,G126,7,99.56,M F Poon,C W Chang,117.0,1179.0,8,8 8 8 7,39.0,,,0,From a wide barrier was shifted across behind runners in the early stages.  Near the 150 Metres was steadied when disappointed for clear running between CASA LEGEND and PRINCE ALEX which shifted out.  C L Chau reported that his mount hung in when placed under pressure in the Home Straight.  A veterinary inspection immediately following the race did not show any significant findings.,28.37,23.34,23.71,24.14,,
Happy Valley,2026/06/03,1,Class 5,1650,"TURF - ""C"" Course",GOOD TO FIRM,40,"3:13.0, 12:80.5, 6:27.0",667.0,"3,12:201.5, 3,6:48.0, 6,12:511.5",27.0,4,PRINCE ALEX,G307,8,99.6,B Avdulla,D J Whyte,131.0,1092.0,3,5 6 5 8,23.0,,,0,"When questioned regarding his riding and the reason he made a forward move from the 700 Metres B Avdulla stated that his instructions were to obtain a handy position.  He said after settling back in a midfield position following HAPPY BUDDIES he elected to make a forward move from the 700 Metres although he was aware that the early and middle stages of the event had been run inside of standard time.  He said his decision to go forward at that point was due to the fact that PRINCE ALEX is one-paced and that he was of the opinion HAPPY BUDDIES and SMART TRIO, which were racing in advance of PRINCE ALEX, would not provide him with the opportunity to improve into the event.  He added that he was also influenced by the fact that PRINCE ALEX had won previously when being ridden in a similar manner. From a wide barrier was shifted across behind runners in the early stages.  Near the 150 Metres was steadied when disappointed for clear running between CASA LEGEND and PRINCE ALEX which shifted out.  C L Chau reported that his mount hung in when placed under pressure in the Home Straight.  A veterinary inspection immediately following the race did not show any significant findings.",28.09,23.38,23.75,24.38,,
Happy Valley,2026/06/03,1,Class 5,1650,"TURF - ""C"" Course",GOOD TO FIRM,40,"3:13.0, 12:80.5, 6:27.0",667.0,"3,12:201.5, 3,6:48.0, 6,12:511.5",27.0,7,ZETTA FORCE,J546,9,99.74000000000001,C L Chau,C H Yip,127.0,1044.0,11,12 12 11 9,23.0,,,0,,29.05,23.26,23.31,24.12,,
Happy Valley,2026/06/03,1,Class 5,1650,"TURF - ""C"" Course",GOOD TO FIRM,40,"3:13.0, 12:80.5, 6:27.0",667.0,"3,12:201.5, 3,6:48.0, 6,12:511.5",27.0,10,SMART TRIO,J538,10,99.84,L Hewitson,C S Shum,117.0,1027.0,7,3 3 4 10,12.0,,,0,"After improving to the inside of SMART TRIO approaching the 1400 Metres then raced tight near the 1300 Metres to the inside of SMART TRIO when SMART TRIO shifted in slightly before being corrected by its rider. When questioned regarding his riding and the reason he made a forward move from the 700 Metres B Avdulla stated that his instructions were to obtain a handy position.  He said after settling back in a midfield position following HAPPY BUDDIES he elected to make a forward move from the 700 Metres although he was aware that the early and middle stages of the event had been run inside of standard time.  He said his decision to go forward at that point was due to the fact that PRINCE ALEX is one-paced and that he was of the opinion HAPPY BUDDIES and SMART TRIO, which were racing in advance of PRINCE ALEX, would not provide him with the opportunity to improve into the event.  He added that he was also influenced by the fact that PRINCE ALEX had won previously when being ridden in a similar manner. Shortly after the start shifted out and made contact with THE WAY WE WIN.  Throughout the early stages raced keenly.  Near the 1000 Metres was steadied to avoid SMART TRIO (L Hewitson) which shifted in when not sufficiently clear.  L Hewitson was advised to exercise more care.",27.89,23.1,24.07,24.78,,
