track,race_date,race_number,race_class,distance,course_type,track_condition,horse_name,horse_code,finish_position,finishing_time,jockey,trainer,weight_carried,horse_weight,barrier_draw,running_position,win_odds,sec1_time,sec2_time,sec3_time,sec4_time,sec5_time,sec6_time
Happy Valley,2022/11/09,1,Class 5,1650,"TURF - ""A"" Course",GOOD,LONDON LUCKYSTAR,C368,1,100.36,S De Sousa,K W Lui,123.0,1051.0,6,4 4 4 1,2.6,28.0,24.71,24.29,23.36,,
Happy Valley,2022/11/09,1,Class 5,1650,"TURF - ""A"" Course",GOOD,MEDIC ELITE,G129,2,100.42,A Badel,P C Ng,123.0,1091.0,8,2 2 2 2,3.6,27.76,24.67,24.33,23.66,,
Happy Valley,2022/11/09,1,Class 5,1650,"TURF - ""A"" Course",GOOD,MISTER ARM,D491,3,100.6,L Hewitson,Y S Tsui,128.0,1023.0,10,6 6 6 3,18.0,28.32,24.67,24.29,23.32,,
Happy Valley,2022/11/09,1,Class 5,1650,"TURF - ""A"" Course",GOOD,FORTUNE MASTER,D371,4,100.74000000000001,R Maia,J Richards,122.0,1093.0,3,3 3 3 4,13.0,27.8,24.79,24.37,23.78,,
Happy Valley,2022/11/09,1,Class 5,1650,"TURF - ""A"" Course",GOOD,DAILY BEAUTY,D070,5,100.84,C Y Ho,C Fownes,122.0,1145.0,2,7 7 8 5,5.7,28.4,24.75,24.29,23.4,,
Happy Valley,2022/11/09,1,Class 5,1650,"TURF - ""A"" Course",GOOD,MOONLUCK,E079,6,100.86,Z Purton,T P Yung,123.0,1076.0,9,9 9 10 6,22.0,28.72,24.67,24.29,23.18,,
Happy Valley,2022/11/09,1,Class 5,1650,"TURF - ""A"" Course",GOOD,RUN RUN GOOD,D310,7,101.2,M F Poon,K L Man,124.0,1161.0,1,5 5 5 7,12.0,28.12,24.79,24.33,23.96,,
Happy Valley,2022/11/09,1,Class 5,1650,"TURF - ""A"" Course",GOOD,LEISURE AND GOLD,E093,8,101.25,C L Chau,C H Yip,126.0,1154.0,7,8 8 9 8,57.0,28.56,24.67,24.25,23.77,,
Happy Valley,2022/11/09,1,Class 5,1650,"TURF - ""A"" Course",GOOD,FAITHFUL TRINITY,A247,9,101.34,M Chadwick,W Y So,129.0,1119.0,5,1 1 1 9,15.0,27.64,24.67,24.41,24.62,,
Happy Valley,2022/11/09,1,Class 5,1650,"TURF - ""A"" Course",GOOD,APEX TOP,D136,10,101.8,H Bentley,A T Millard,129.0,1214.0,11,10 10 11 10,29.0,28.84,24.63,24.29,24.04,,
Happy Valley,2022/11/09,1,Class 5,1650,"TURF - ""A"" Course",GOOD,GIVE WAY PLEASE,E035,11,102.14,A Hamelin,K H Ting,120.0,1043.0,12,11 11 7 11,46.0,29.12,24.55,23.69,24.78,,
Happy Valley,2022/11/09,1,Class 5,1650,"TURF - ""A"" Course",GOOD,QUORUM,G005,WV-A,,L Currie,R Gibson,131.0,,,---,,,,,,,
Happy Valley,2022/11/09,1,Class 5,1650,"TURF - ""A"" Course",GOOD,CHIRON,E151,WV,,K C Leung,D A Hayes,133.0,,,---,,,,,,,
Happy Valley,2022/11/09,2,Class 4,1650,"TURF - ""A"" Course",GOOD,RAINBOW LIGHT,E051,1,101.41,L Hewitson,D J Whyte,127.0,1139.0,3,4 5 5 1,4.5,28.57,25.39,24.23,23.22,,
Happy Valley,2022/11/09,2,Class 4,1650,"TURF - ""A"" Course",GOOD,SPICY GRILL,D159,2,101.43,A Badel,P C Ng,132.0,1005.0,4,9 9 9 2,7.4,29.21,25.27,24.19,22.76,,
Happy Valley,2022/11/09,2,Class 4,1650,"TURF - ""A"" Course",GOOD,COPARTNER ERA,C534,3,101.45,C Y Ho,W Y So,132.0,1120.0,1,7 7 7 3,6.4,28.85,25.35,24.23,23.02,,
Happy Valley,2022/11/09,2,Class 4,1650,"TURF - ""A"" Course",GOOD,LIFELINE VISION,E318,4,101.46000000000001,K C Leung,D A Hayes,126.0,1121.0,7,6 6 6 4,29.0,28.85,25.15,24.39,23.07,,
Happy Valley,2022/11/09,2,Class 4,1650,"TURF - ""A"" Course",GOOD,RIGHT AS RAIN,G037,5,101.53,L Currie,D J Hall,129.0,1090.0,9,10 10 10 5,6.6,29.41,25.11,24.31,22.7,,
Happy Valley,2022/11/09,2,Class 4,1650,"TURF - ""A"" Course",GOOD,CORDYCEPS ONE,E107,6,101.65,R Maia,K W Lui,123.0,1106.0,5,2 3 3 6,5.8,28.25,25.43,24.31,23.66,,
Happy Valley,2022/11/09,2,Class 4,1650,"TURF - ""A"" Course",GOOD,UNITED ENDEAVORS,G030,7,101.71000000000001,M L Yeung,L Ho,121.0,1089.0,6,3 2 1 7,16.0,28.29,25.23,24.35,23.84,,
Happy Valley,2022/11/09,2,Class 4,1650,"TURF - ""A"" Course",GOOD,AI ONE,E139,8,101.75,A Hamelin,K H Ting,125.0,1017.0,2,8 8 8 8,18.0,29.05,25.19,24.43,23.08,,
Happy Valley,2022/11/09,2,Class 4,1650,"TURF - ""A"" Course",GOOD,EXUBERANT,E282,9,101.75,Z Purton,C S Shum,135.0,1180.0,8,5 4 4 9,7.7,28.57,25.23,24.39,23.56,,
