track,race_date,race_number,race_class,distance,course_type,track_condition,class_max_rating,place_dividends,quinella_dividend,qpl_dividends,win_dividend,horse_number,horse_name,horse_code,finish_position,finishing_time,jockey,trainer,weight_carried,horse_weight,barrier_draw,running_position,win_odds,horse_rating,gear,jockey_allowance,incident_report,sec1_time,sec2_time,sec3_time,sec4_time,sec5_time,sec6_time
Happy Valley,2026/07/15,1,Class 5,1650,"TURF - ""C"" Course",GOOD,40,"3:36.5, 11:20.5, 10:18.5",304.5,"3,11:100.0, 3,10:108.0, 10,11:58.0",111.0,3,FASHION LEGEND,J080,1,100.05,J Moreira,D Eustace,133.0,1095.0,2,4 7 5 1,11.0,,,0,On jumping shifted out and made contact with CELESTIAL HARMONY.  Leaving the 1300 Metres got its head up when being steadied to avoid KASA PAPA.  Between the 300 Metres and the 200 Metres had difficulty clear running when being shifted to the outside of FASHION LEGEND.  Sent for sampling post-race.,28.41,24.39,23.88,23.37,,
Happy Valley,2026/07/15,1,Class 5,1650,"TURF - ""C"" Course",GOOD,40,"3:36.5, 11:20.5, 10:18.5",304.5,"3,11:100.0, 3,10:108.0, 10,11:58.0",111.0,11,TELECOM POWER,J332,2,100.13,M Chadwick,Y S Tsui,126.0,1061.0,8,10 11 8 2,6.0,,,0,,28.93,24.07,23.88,23.25,,
Happy Valley,2026/07/15,1,Class 5,1650,"TURF - ""C"" Course",GOOD,40,"3:36.5, 11:20.5, 10:18.5",304.5,"3,11:100.0, 3,10:108.0, 10,11:58.0",111.0,10,LUCKY BLESSING,K073,3,100.17,K C Leung,W K Mo,126.0,1091.0,7,1 1 1 3,4.0,,,0,Near the 1100 Metres was steadied to avoid LUCKY BLESSING when racing keenly.,27.93,24.43,23.88,23.93,,
Happy Valley,2026/07/15,1,Class 5,1650,"TURF - ""C"" Course",GOOD,40,"3:36.5, 11:20.5, 10:18.5",304.5,"3,11:100.0, 3,10:108.0, 10,11:58.0",111.0,12,PERFECTO MOMENTS,J003,4,100.44,M L Yeung,K H Ting,118.0,1133.0,11,5 2 2 4,7.1,,,0,,28.65,23.79,23.92,24.08,,
Happy Valley,2026/07/15,1,Class 5,1650,"TURF - ""C"" Course",GOOD,40,"3:36.5, 11:20.5, 10:18.5",304.5,"3,11:100.0, 3,10:108.0, 10,11:58.0",111.0,9,KASA PAPA,G312,5,100.78999999999999,H Bowman,A S Cruz,127.0,1160.0,1,7 9 9 5,7.5,,,0,On jumping shifted out and made contact with CELESTIAL HARMONY.  Leaving the 1300 Metres got its head up when being steadied to avoid KASA PAPA.  Between the 300 Metres and the 200 Metres had difficulty clear running when being shifted to the outside of FASHION LEGEND.  Sent for sampling post-race.,28.73,24.15,24.08,23.83,,
Happy Valley,2026/07/15,1,Class 5,1650,"TURF - ""C"" Course",GOOD,40,"3:36.5, 11:20.5, 10:18.5",304.5,"3,11:100.0, 3,10:108.0, 10,11:58.0",111.0,2,CONRAD THE GREAT,K217,6,101.05,K Teetan,D J Whyte,133.0,1106.0,3,2 4 3 6,12.0,,,0,Near the 1100 Metres was steadied to avoid CONRAD THE GREAT when racing keenly.  Sent for sampling post-race.,28.17,24.43,23.88,24.57,,
Happy Valley,2026/07/15,1,Class 5,1650,"TURF - ""C"" Course",GOOD,40,"3:36.5, 11:20.5, 10:18.5",304.5,"3,11:100.0, 3,10:108.0, 10,11:58.0",111.0,5,SETANTA,G095,7,101.1,L Ferraris,M Newnham,133.0,1188.0,12,11 5 7 7,18.0,,,0,,29.09,23.59,24.16,24.26,,
Happy Valley,2026/07/15,1,Class 5,1650,"TURF - ""C"" Course",GOOD,40,"3:36.5, 11:20.5, 10:18.5",304.5,"3,11:100.0, 3,10:108.0, 10,11:58.0",111.0,8,CELESTIAL HARMONY,K059,8,101.1,L Hewitson,B Crawford,130.0,1049.0,9,9 10 11 8,33.0,,,0,On jumping shifted out and made contact with CELESTIAL HARMONY.  Leaving the 1300 Metres got its head up when being steadied to avoid KASA PAPA.  Between the 300 Metres and the 200 Metres had difficulty clear running when being shifted to the outside of FASHION LEGEND.  Sent for sampling post-race. From a wide barrier was shifted across behind runners in the early stages.  Raced keenly in the early stages.  Approaching the 1400 Metres shifted out when being checked to avoid TO INFINITY.  EMERGING STAR continued to race keenly in the middle stages and near the 1100  Metres was steadied to avoid CELESTIAL HARMONY.  A veterinary inspection immediately following the race did not show any significant findings.,28.89,24.07,24.24,23.9,,
Happy Valley,2026/07/15,1,Class 5,1650,"TURF - ""C"" Course",GOOD,40,"3:36.5, 11:20.5, 10:18.5",304.5,"3,11:100.0, 3,10:108.0, 10,11:58.0",111.0,6,TO INFINITY,G277,9,101.81,A Atzeni,J Richards,133.0,1049.0,6,8 3 4 9,27.0,,,0,A Atzeni stated that with the middle stages being run outside of standard time he commenced a forward move which resulted in TO INFINITY racing wide and without cover from the 1000 Metres.  He said as a result TO INFINITY finished the race off only fairly in the Home Straight.  A veterinary inspection immediately following the race did not show any significant findings. From a wide barrier was shifted across behind runners in the early stages.  Raced keenly in the early stages.  Approaching the 1400 Metres shifted out when being checked to avoid TO INFINITY.  EMERGING STAR continued to race keenly in the middle stages and near the 1100  Metres was steadied to avoid CELESTIAL HARMONY.  A veterinary inspection immediately following the race did not show any significant findings.,28.77,23.71,24.16,25.17,,
Happy Valley,2026/07/15,1,Class 5,1650,"TURF - ""C"" Course",GOOD,40,"3:36.5, 11:20.5, 10:18.5",304.5,"3,11:100.0, 3,10:108.0, 10,11:58.0",111.0,1,EMERGING STAR,K390,10,101.86,R Kingscote,C W Chang,135.0,1136.0,10,12 12 12 10,70.0,,,0,From the outside barrier was shifted across behind runners in the early stages.  Approaching the 1400 Metres was hampered when taken wider by EMERGING STAR. From a wide barrier was shifted across behind runners in the early stages.  Raced keenly in the early stages.  Approaching the 1400 Metres shifted out when being checked to avoid TO INFINITY.  EMERGING STAR continued to race keenly in the middle stages and near the 1100  Metres was steadied to avoid CELESTIAL HARMONY.  A veterinary inspection immediately following the race did not show any significant findings.,29.09,24.19,24.0,24.58,,
