track,race_date,race_number,race_class,distance,course_type,track_condition,class_max_rating,place_dividends,quinella_dividend,qpl_dividends,win_dividend,horse_number,horse_name,horse_code,finish_position,finishing_time,jockey,trainer,weight_carried,horse_weight,barrier_draw,running_position,win_odds,horse_rating,gear,jockey_allowance,incident_report,sec1_time,sec2_time,sec3_time,sec4_time,sec5_time,sec6_time
Sha Tin,2026/06/21,1,Class 4,1000,"TURF - ""A"" Course",GOOD,60,"5:25.5, 7:14.5, 9:63.0",128.0,"5,7:47.0, 5,9:303.0, 7,9:149.0",92.5,5,RAPID PHANTOM,L204,1,56.24,H Y Yuen,P F Yiu,118.0,1065.0,2,5 3 1,9.2,,,0,,13.39,20.66,22.19,,,
Sha Tin,2026/06/21,1,Class 4,1000,"TURF - ""A"" Course",GOOD,60,"5:25.5, 7:14.5, 9:63.0",128.0,"5,7:47.0, 5,9:303.0, 7,9:149.0",92.5,7,BUSTLING CITY,L210,2,56.33,B Avdulla,D A Hayes,127.0,1058.0,6,1 1 2,3.1,,,0,Shortly after the start made contact with SPEEDY POWER due to both runners shifting ground.  Near the 500 Metres was steadied when crowded by INVICTUS which shifted out and away from BUSTLING CITY (B Avdulla) when that runner shifted out before being corrected by its rider.  B Avdulla was advised to exercise more care.  After the 200 Metres was eased and shifted to the inside of INVICTUS to continue into clear running. On jumping became unbalanced when crowded between PRIME WINISTER and BUSTLING CITY which shifted in despite the efforts of its rider. Jumped only fairly.  Shortly after the start was then steadied when crowded between VICTORY CHAMPION which was taken in by BUSTLING CITY which shifted in despite the efforts of its rider and VIEW ALL THINGS.  In this incident PRIME WINISTER made contact with the hindquarters of VIEW ALL THINGS and lost further ground.   Raced keenly in the early stages.  M F Poon stated that after jumping only fairly and being crowded shortly after the start his mount settled further back in the field than what he had been instructed.,13.19,20.7,22.44,,,
Sha Tin,2026/06/21,1,Class 4,1000,"TURF - ""A"" Course",GOOD,60,"5:25.5, 7:14.5, 9:63.0",128.0,"5,7:47.0, 5,9:303.0, 7,9:149.0",92.5,9,RUBY THRIVE,L098,3,56.49,P N Wong,K L Man,119.0,1087.0,14,6 5 3,22.0,,,0,Jumped only fairly and shortly after the start made contact with RUBY THRIVE due to both runners shifting ground.,13.43,20.66,22.4,,,
Sha Tin,2026/06/21,1,Class 4,1000,"TURF - ""A"" Course",GOOD,60,"5:25.5, 7:14.5, 9:63.0",128.0,"5,7:47.0, 5,9:303.0, 7,9:149.0",92.5,8,INVICTUS,L277,4,56.51,Z Purton,D J Whyte,126.0,1092.0,10,2 2 4,3.7,,,0,Shortly after the start made contact with SPEEDY POWER due to both runners shifting ground.  Near the 500 Metres was steadied when crowded by INVICTUS which shifted out and away from BUSTLING CITY (B Avdulla) when that runner shifted out before being corrected by its rider.  B Avdulla was advised to exercise more care.  After the 200 Metres was eased and shifted to the inside of INVICTUS to continue into clear running.,13.31,20.66,22.54,,,
Sha Tin,2026/06/21,1,Class 4,1000,"TURF - ""A"" Course",GOOD,60,"5:25.5, 7:14.5, 9:63.0",128.0,"5,7:47.0, 5,9:303.0, 7,9:149.0",92.5,12,VICTORY CHAMPION,K240,5,56.53,K C Leung,F C Lor,123.0,1142.0,5,10 8 5,16.0,,,0,Shorty after the start shifted in and made contact with VICTORY CHAMPION when being corrected by its rider B Avdulla.  Lay out over the final 200 Metres.  Sent for sampling post-race. Jumped only fairly.  Shortly after the start was then steadied when crowded between VICTORY CHAMPION which was taken in by BUSTLING CITY which shifted in despite the efforts of its rider and VIEW ALL THINGS.  In this incident PRIME WINISTER made contact with the hindquarters of VIEW ALL THINGS and lost further ground.   Raced keenly in the early stages.  M F Poon stated that after jumping only fairly and being crowded shortly after the start his mount settled further back in the field than what he had been instructed.,13.63,20.74,22.16,,,
Sha Tin,2026/06/21,1,Class 4,1000,"TURF - ""A"" Course",GOOD,60,"5:25.5, 7:14.5, 9:63.0",128.0,"5,7:47.0, 5,9:303.0, 7,9:149.0",92.5,10,SPEEDY POWER,L362,6,56.79,H T Mo,Y S Tsui,124.0,1053.0,13,12 11 6,34.0,,,0,Shortly after the start made contact with SPEEDY POWER due to both runners shifting ground.  Near the 500 Metres was steadied when crowded by INVICTUS which shifted out and away from BUSTLING CITY (B Avdulla) when that runner shifted out before being corrected by its rider.  B Avdulla was advised to exercise more care.  After the 200 Metres was eased and shifted to the inside of INVICTUS to continue into clear running.,13.71,20.82,22.26,,,
Sha Tin,2026/06/21,1,Class 4,1000,"TURF - ""A"" Course",GOOD,60,"5:25.5, 7:14.5, 9:63.0",128.0,"5,7:47.0, 5,9:303.0, 7,9:149.0",92.5,13,COMET RADIANCE,L067,7,56.92,Y L Chung,A S Cruz,120.0,1206.0,7,3 4 7,23.0,,,0,"<22/6/2026 Additional Veterinary Report>  The Veterinary Surgeon reported that COMET RADIANCE was lame in its left front leg on the morning after racing. Before being allowed to race again, COMET RADIANCE will be subjected to an official veterinary examination.",13.35,20.7,22.87,,,
Sha Tin,2026/06/21,1,Class 4,1000,"TURF - ""A"" Course",GOOD,60,"5:25.5, 7:14.5, 9:63.0",128.0,"5,7:47.0, 5,9:303.0, 7,9:149.0",92.5,4,PRIME WINISTER,L218,8,56.93,M F Poon,C S Shum,128.0,1087.0,4,13 13 8,17.0,,,0,On jumping became unbalanced when crowded between PRIME WINISTER and BUSTLING CITY which shifted in despite the efforts of its rider. Jumped only fairly.  Shortly after the start was then steadied when crowded between VICTORY CHAMPION which was taken in by BUSTLING CITY which shifted in despite the efforts of its rider and VIEW ALL THINGS.  In this incident PRIME WINISTER made contact with the hindquarters of VIEW ALL THINGS and lost further ground.   Raced keenly in the early stages.  M F Poon stated that after jumping only fairly and being crowded shortly after the start his mount settled further back in the field than what he had been instructed.,13.83,20.86,22.24,,,
Sha Tin,2026/06/21,1,Class 4,1000,"TURF - ""A"" Course",GOOD,60,"5:25.5, 7:14.5, 9:63.0",128.0,"5,7:47.0, 5,9:303.0, 7,9:149.0",92.5,3,NOBLE SUPERIOR,L392,9,56.95,M L Yeung,K H Ting,128.0,1041.0,8,4 6 9,25.0,,,0,,13.35,20.82,22.78,,,
Sha Tin,2026/06/21,1,Class 4,1000,"TURF - ""A"" Course",GOOD,60,"5:25.5, 7:14.5, 9:63.0",128.0,"5,7:47.0, 5,9:303.0, 7,9:149.0",92.5,2,HERO MASTERMIND,L391,10,57.01,H Bowman,M Newnham,128.0,1070.0,11,7 7 10,8.6,,,0,,13.47,20.82,22.72,,,
