track,race_date,race_number,race_class,distance,course_type,track_condition,class_max_rating,place_dividends,quinella_dividend,qpl_dividends,win_dividend,horse_number,horse_name,horse_code,finish_position,finishing_time,jockey,trainer,weight_carried,horse_weight,barrier_draw,running_position,win_odds,horse_rating,gear,jockey_allowance,incident_report,sec1_time,sec2_time,sec3_time,sec4_time,sec5_time,sec6_time
Sha Tin,2026/07/04,1,Griffin Race,1200,"TURF - ""C+3"" Course",GOOD TO YIELDING,,"2:15.0, 1:10.1, 9:19.0",22.0,"1,2:13.5, 2,9:30.0, 1,9:19.5",78.0,2,ALMIGHTY WARRIOR,L245,1,69.71000000000001,E Brown,K W Lui,126.0,920.0,2,3 2 1,7.8,,,0,,24.18,22.57,22.96,,,
Sha Tin,2026/07/04,1,Griffin Race,1200,"TURF - ""C+3"" Course",GOOD TO YIELDING,,"2:15.0, 1:10.1, 9:19.0",22.0,"1,2:13.5, 2,9:30.0, 1,9:19.5",78.0,1,JEDI SPURS,L441,2,70.32,B Avdulla,D A Hayes,128.0,1127.0,1,1 1 2,1.1,,,0,,23.9,22.61,23.81,,,
Sha Tin,2026/07/04,1,Griffin Race,1200,"TURF - ""C+3"" Course",GOOD TO YIELDING,,"2:15.0, 1:10.1, 9:19.0",22.0,"1,2:13.5, 2,9:30.0, 1,9:19.5",78.0,9,QUANTUM WUKONG,L393,3,70.35,Y L Chung,A S Cruz,119.0,1037.0,5,4 4 3,15.0,,,0,"Shifted in at the start and made contact with COOGEE BAY.  Near the 50 Metres the whip of C L Chau was knocked from his grasp by the whip of Y L Chung, rider of QUANTUM WUKONG. Jumped awkwardly, shifted in and made contact with QUANTUM WUKONG.",24.22,22.73,23.4,,,
Sha Tin,2026/07/04,1,Griffin Race,1200,"TURF - ""C+3"" Course",GOOD TO YIELDING,,"2:15.0, 1:10.1, 9:19.0",22.0,"1,2:13.5, 2,9:30.0, 1,9:19.5",78.0,3,CHANCHENG SPARKLE,L051,4,70.49,C L Chau,K W Lui,124.0,1017.0,9,6 6 4,25.0,,,0,Bumped at the start.  Approaching the 700 Metres was steadied when racing in restricted room between GOLDEN GUNNERS and CHANCHENG SPARKLE.,24.42,22.69,23.38,,,
Sha Tin,2026/07/04,1,Griffin Race,1200,"TURF - ""C+3"" Course",GOOD TO YIELDING,,"2:15.0, 1:10.1, 9:19.0",22.0,"1,2:13.5, 2,9:30.0, 1,9:19.5",78.0,5,DRAGON GENERATION,L335,5,70.84,L Hewitson,K W Lui,126.0,1098.0,3,10 8 5,62.0,,,0,,24.7,22.73,23.41,,,
Sha Tin,2026/07/04,1,Griffin Race,1200,"TURF - ""C+3"" Course",GOOD TO YIELDING,,"2:15.0, 1:10.1, 9:19.0",22.0,"1,2:13.5, 2,9:30.0, 1,9:19.5",78.0,8,EVER WEALTH,L317,6,70.99,A Atzeni,P F Yiu,121.0,1119.0,7,2 3 6,19.0,,,0,"Bumped on jumping.  Lay out making the Home Turn and near the 450 Metres shifted out when improving to the outside of EVER WEALTH.  Y L Chung was reprimanded in relation to using his whip in a manner where the hand holding the whip was above shoulder height on two occasions after the 300 Metres and near the 250 Metres. Slow to begin and shortly after the start was steadied to avoid GOLDEN GUNNERS.  Approaching the 700 Metres and again near the 550 Metres was steadied to avoid COOGEE BAY.  Approaching the 200 Metres shifted in when positioned close to EVER WEALTH, resulting in its rider L Hewitson having to correct his mount.  After the 200 Metres was steadied and shifted to the outside of EVER WEALTH when EVER WEALTH shifted out slightly.",24.02,22.77,24.2,,,
Sha Tin,2026/07/04,1,Griffin Race,1200,"TURF - ""C+3"" Course",GOOD TO YIELDING,,"2:15.0, 1:10.1, 9:19.0",22.0,"1,2:13.5, 2,9:30.0, 1,9:19.5",78.0,6,GOLDEN GUNNERS,L306,7,71.27,J Moreira,C Fownes,126.0,1190.0,4,5 5 7,52.0,,,0,"Slow to begin and shortly after the start was steadied to avoid GOLDEN GUNNERS.  Approaching the 700 Metres and again near the 550 Metres was steadied to avoid COOGEE BAY.  Approaching the 200 Metres shifted in when positioned close to EVER WEALTH, resulting in its rider L Hewitson having to correct his mount.  After the 200 Metres was steadied and shifted to the outside of EVER WEALTH when EVER WEALTH shifted out slightly. Bumped at the start.  Approaching the 700 Metres was steadied when racing in restricted room between GOLDEN GUNNERS and CHANCHENG SPARKLE.",24.42,22.65,24.2,,,
Sha Tin,2026/07/04,1,Griffin Race,1200,"TURF - ""C+3"" Course",GOOD TO YIELDING,,"2:15.0, 1:10.1, 9:19.0",22.0,"1,2:13.5, 2,9:30.0, 1,9:19.5",78.0,4,COOGEE BAY,L307,8,71.51,K Teetan,P C Ng,126.0,1133.0,8,7 7 8,131.0,,,0,"Shifted in at the start and made contact with COOGEE BAY.  Near the 50 Metres the whip of C L Chau was knocked from his grasp by the whip of Y L Chung, rider of QUANTUM WUKONG. Slow to begin and shortly after the start was steadied to avoid GOLDEN GUNNERS.  Approaching the 700 Metres and again near the 550 Metres was steadied to avoid COOGEE BAY.  Approaching the 200 Metres shifted in when positioned close to EVER WEALTH, resulting in its rider L Hewitson having to correct his mount.  After the 200 Metres was steadied and shifted to the outside of EVER WEALTH when EVER WEALTH shifted out slightly.",24.46,22.89,24.16,,,
Sha Tin,2026/07/04,1,Griffin Race,1200,"TURF - ""C+3"" Course",GOOD TO YIELDING,,"2:15.0, 1:10.1, 9:19.0",22.0,"1,2:13.5, 2,9:30.0, 1,9:19.5",78.0,7,KYOTO SPRING,L190,9,71.99,K C Leung,C W Chang,126.0,1009.0,6,9 9 9,104.0,,,0,,24.7,22.89,24.4,,,
Sha Tin,2026/07/04,1,Griffin Race,1200,"TURF - ""C+3"" Course",GOOD TO YIELDING,,"2:15.0, 1:10.1, 9:19.0",22.0,"1,2:13.5, 2,9:30.0, 1,9:19.5",78.0,10,ULTRA BOLT,L387,10,72.01,M Chadwick,C H Yip,121.0,1126.0,10,8 10 10,56.0,,,0,,24.58,23.05,24.38,,,
