timestamp,epoch,race_id,venue,horse_number,horse_name,win_odds,place_odds,time_to_post,state,t_tilde,win_velocity_90s,is_final_jump_price,pool_volume
2026-09-05T17:13:34,1788599614.572,2026-09-05_Race1,S1,1,Balmacara,38.0,7.2,6000.0,,,,,
2026-09-05T17:13:34,1788599614.572,2026-09-05_Race1,S1,2,Dancing Gemini,3.2,1.6,6000.0,,,,,
2026-09-05T17:13:34,1788599614.572,2026-09-05_Race1,S1,3,Fondo Blanco,13.0,3.2,6000.0,,,,,
2026-09-05T17:13:34,1788599614.572,2026-09-05_Race1,S1,4,Persica,5.4,1.6,6000.0,,,,,
2026-09-05T17:13:34,1788599614.572,2026-09-05_Race1,S1,5,The Lost King,6.2,2.1,6000.0,,,,,
2026-09-05T17:13:34,1788599614.572,2026-09-05_Race1,S1,6,Colori Forever,14.0,3.2,6000.0,,,,,
2026-09-05T17:13:34,1788599614.572,2026-09-05_Race1,S1,7,Hankelow,6.8,2.1,6000.0,,,,,
2026-09-05T17:13:34,1788599614.572,2026-09-05_Race1,S1,8,Needle Match,4.9,1.9,6000.0,,,,,
2026-09-05T17:13:34,1788599614.572,2026-09-05_Race1,S1,9,Redemption Road,26.0,5.4,6000.0,,,,,
