timestamp,epoch,race_id,venue,horse_number,horse_name,win_odds,place_odds,time_to_post
2026-09-05T17:25:29,1788600329.736,2026-09-06_Race3,ST,4,TOMODACHI KOKOROE,490.0,25.0,
2026-09-05T17:25:29,1788600329.736,2026-09-06_Race3,ST,5,LUCKY WITH YOU,311.0,13.0,
2026-09-05T17:25:29,1788600329.736,2026-09-06_Race3,ST,6,MAGIC CONTROL,424.0,20.0,
2026-09-05T17:25:33,1788600333.243,2026-09-06_Race4,ST,1,AMAZING DUCK,3.9,1.9,
2026-09-05T17:25:33,1788600333.243,2026-09-06_Race4,ST,2,HAILTOTHEVICTORS,11.0,3.8,
2026-09-05T17:25:33,1788600333.243,2026-09-06_Race4,ST,3,SOARING BRONCO,16.0,4.9,
2026-09-05T17:25:33,1788600333.243,2026-09-06_Race4,ST,4,I EXCELLE,17.0,4.2,
2026-09-05T17:25:33,1788600333.243,2026-09-06_Race4,ST,5,FIGHTING MACHINE,9.8,4.4,
2026-09-05T17:25:33,1788600333.243,2026-09-06_Race4,ST,6,SPLENDID FORCE,34.0,9.2,
2026-09-05T17:25:33,1788600333.243,2026-09-06_Race4,ST,7,ALL ARE MINE,11.0,4.3,
2026-09-05T17:25:33,1788600333.243,2026-09-06_Race4,ST,8,GOLDEN FORTUNE,14.0,2.3,
2026-09-05T17:25:33,1788600333.243,2026-09-06_Race4,ST,9,SETANTA,13.0,4.4,
2026-09-05T17:25:33,1788600333.243,2026-09-06_Race4,ST,10,GENERAL SMART,4.7,1.9,
2026-09-05T17:25:33,1788600333.243,2026-09-06_Race4,ST,11,MAZING GRACE,14.0,4.2,
2026-09-05T17:25:33,1788600333.243,2026-09-06_Race4,ST,12,GO GO GO,25.0,7.1,
2026-09-05T17:25:33,1788600333.243,2026-09-06_Race4,ST,13,HAPPY BUDDIES,38.0,8.9,
2026-09-05T17:25:33,1788600333.243,2026-09-06_Race4,ST,14,PERFECT PAIRING,20.0,5.7,
2026-09-05T17:25:36,1788600336.998,2026-09-06_Race5,ST,1,ISLAND BUDDY,7.5,2.5,
2026-09-05T17:25:36,1788600336.998,2026-09-06_Race5,ST,2,KANSAS,53.0,13.0,
2026-09-05T17:25:36,1788600336.998,2026-09-06_Race5,ST,3,CAVA PIONEER,7.3,2.7,
2026-09-05T17:25:36,1788600336.998,2026-09-06_Race5,ST,4,STUNNING BUNDLE,7.1,3.4,
2026-09-05T17:25:36,1788600336.998,2026-09-06_Race5,ST,5,VIRTUS GLORY,7.0,3.0,
2026-09-05T17:25:36,1788600336.998,2026-09-06_Race5,ST,6,SYNERGY IN ACTION,23.0,7.9,
2026-09-05T17:25:36,1788600336.998,2026-09-06_Race5,ST,7,LIGHT YEARS GLORY,6.3,1.7,
2026-09-05T17:25:36,1788600336.998,2026-09-06_Race5,ST,8,NEXT FORTUNE,9.4,2.9,
2026-09-05T17:25:36,1788600336.998,2026-09-06_Race5,ST,9,LEGEND STAR,45.0,15.0,
