date,bankroll,roi_pct,peak,drawdown
2026-02-08,14061.79361045748,40.6179361045748,14061.79361045748,0.0
2026-02-11,14061.79361045748,40.6179361045748,14061.79361045748,0.0
2026-02-14,14061.79361045748,40.6179361045748,14061.79361045748,0.0
2026-02-22,14061.79361045748,40.6179361045748,14061.79361045748,0.0
2026-02-25,14061.79361045748,40.6179361045748,14061.79361045748,0.0
2026-03-22,13504.946583483363,35.04946583483364,14061.79361045748,-0.039600000000000087
2026-03-25,13504.946583483363,35.04946583483364,14061.79361045748,-0.039600000000000087
2026-03-29,13234.847651813696,32.34847651813695,14061.79361045748,-0.058808000000000055
2026-04-01,13234.847651813696,32.34847651813695,14061.79361045748,-0.058808000000000055
2026-04-08,13234.847651813696,32.34847651813695,14061.79361045748,-0.058808000000000055
